|6.6.6
Archiving\03_Data\frac/QFM_m4/Y98/Y98_1.tab                               
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          16
T(K)           P(bar)         melt(TH)       pxmn           Ni             Sp(TH)         O(HP)          O(HP)          Opx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             ilm            San(TH)        q             
  1082.71        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.40919        14.8935                 NaN   9.08760       0.843791        42.0137        30.7522     
  1080.20        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.41572        14.8923       0.319630E-005   9.09452       0.841347        42.0031        30.7530     
  1077.69        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   13.7725        3.63327       0.475825E-005   9.14047       0.816829        41.8654        30.7715     
  1075.19        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.41548        14.9035       0.447645E-005   9.10990       0.836738        41.9784        30.7560     
  1072.68        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   13.8625        3.55642       0.448917E-005   9.15583       0.811041        41.8405        30.7736     
  1070.18        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   13.8582        3.56723       0.439639E-005   9.16268       0.808392        41.8287        30.7748     
  1067.67        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   13.8560        3.57598       0.431848E-005   9.16956       0.805701        41.8168        30.7760     
  1065.16        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   13.8659        3.57265       0.423317E-005   9.17682       0.802899        41.8046        30.7771     
  1062.66        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   13.8414        3.60356       0.409292E-005   9.18311       0.800371        41.7933        30.7783     
  1060.15        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   13.8453        3.60637       0.123192E-005   9.18997       0.797669        41.7812        30.7795     
  1057.64        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   13.8331        3.62520       0.400180E-005   9.19652       0.795026        41.7695        30.7807     
  1055.14        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   13.8271        3.63787       0.389507E-005   9.20336       0.792275        41.7575        30.7819     
  1052.63        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   13.8162        3.65546       0.383612E-005   9.20998       0.789608        41.7457        30.7831     
  1050.13        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   13.7784        3.69948       0.364444E-005   9.21618       0.787157        41.7345        30.7843     
  1047.62        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   13.8092        3.67601       0.359394E-005   9.22360       0.784086        41.7216        30.7855     
  1045.11        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   13.7624        3.72943       0.338776E-005   9.22949       0.781626        41.7102        30.7868     
  1042.61        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   13.7520        3.74651       0.328849E-005   9.23621       0.778900        41.6983        30.7881     
  1040.10        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   13.7713        3.73439       0.327216E-005   9.24338       0.775980        41.6856        30.7893     
  1037.59        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   13.7508        3.76145       0.312515E-005   9.24979       0.773329        41.6740        30.7906     
  1035.09        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   13.7517        3.76773       0.302317E-005   9.25667       0.770474        41.6615        30.7919     
  1032.58        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   13.7371        3.78925       0.293525E-005   9.26312       0.767752        41.6496        30.7932     
  1030.08        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   13.7181        3.81515       0.299125E-005   9.26958       0.765067        41.6376        30.7945     
  1027.57        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   13.7153        3.82502       0.362837E-005   9.27634       0.762222        41.6253        30.7958     
  1025.06        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   13.6958        3.85149       0.266380E-005   9.28272       0.759534        41.6133        30.7972     
  1022.56        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.80945        14.6256                 NaN   9.24024       0.785384        41.7641        30.7752     
  1020.05        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   13.6428        3.91844       0.346936E-005   9.29509       0.754274        41.5896        30.7999     
  1017.54        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   13.6578        3.91082       0.325948E-005   9.30235       0.751201        41.5766        30.8012     
  1015.04        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.88515        14.5656                 NaN   9.25950       0.777496        41.7334        30.7789     
  1012.53        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   13.5820        4.00043       0.226011E-005   9.31410       0.746147        41.5533        30.8040     
  1010.03        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   13.5719        4.01781       0.200168E-005   9.32080       0.743317        41.5408        30.8054     
  1007.52        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   13.3555        4.22285                 NaN   9.31239       0.749920        41.5540        30.8053     
  1005.01        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.95525        14.5164                 NaN   9.28459       0.768451        41.6914        30.7838     
  1002.51        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   13.5679        4.04413                 NaN   9.34108       0.734510        41.5027        30.8097     
  1000.00        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.98351        14.4674       0.315693E-001   9.29428       0.764556        41.6727        30.7859     
