|6.6.6
Archiving\03_Data\frac/QFM_m1.75/GRV/GRV_3.tab                            
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          16
T(K)           P(bar)         melt(TH)       pxmn           Sp(TH)         O(HP)          Opx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             ilm            San(TH)        q              hed           
  1085.21        2500.00                 NaN            NaN            NaN            NaN            NaN  0.954648E-001   11.2297       0.873103                 NaN   8.91291       0.560337        45.7001        32.6284                 NaN
  1082.71        2500.00                 NaN            NaN            NaN            NaN            NaN  0.954611E-001   11.2304       0.871966       0.329943E-004   8.91321       0.560060        45.6993        32.6296                 NaN
  1080.20        2500.00                 NaN            NaN            NaN            NaN            NaN  0.954549E-001   11.2308       0.870360       0.288899E-004   8.91282       0.560106        45.6996        32.6308                 NaN
  1077.69        2500.00                 NaN            NaN            NaN            NaN            NaN  0.122526        10.9387        1.17349                 NaN   8.92309       0.557901        45.6381        32.6462                 NaN
  1075.19        2500.00                 NaN            NaN            NaN            NaN            NaN  0.954426E-001   11.3510                 NaN            NaN   8.83308       0.566730        45.9359        32.5715       0.646375     
  1072.68        2500.00                 NaN            NaN            NaN            NaN            NaN  0.954385E-001   11.3505                 NaN            NaN   8.83306       0.566710        45.9349        32.5730       0.646356     
  1070.18        2500.00                 NaN            NaN            NaN            NaN            NaN  0.954381E-001   11.2324       0.866516                 NaN   8.91295       0.560221        45.6948        32.6377                 NaN
  1067.67        2500.00                 NaN            NaN            NaN            NaN            NaN   10.7658        1.48249                 NaN            NaN   8.92942       0.555430        45.6117        32.6552                 NaN
  1065.16        2500.00                 NaN            NaN            NaN            NaN            NaN   10.7653        1.48242                 NaN            NaN   8.92941       0.555411        45.6107        32.6567                 NaN
  1062.66        2500.00                 NaN            NaN            NaN            NaN            NaN   10.7645        1.48263                 NaN            NaN   8.92940       0.555392        45.6098        32.6583                 NaN
  1060.15        2500.00                 NaN            NaN            NaN            NaN            NaN   2.22908        10.0479                 NaN            NaN   8.96288       0.550731        45.5418        32.6676                 NaN
  1057.64        2500.00                 NaN            NaN            NaN            NaN            NaN   2.35592        9.92066                 NaN            NaN   8.96419       0.550680        45.5395        32.6691                 NaN
  1055.14        2500.00                 NaN            NaN            NaN            NaN            NaN   2.39848        9.88032                 NaN            NaN   8.96981       0.549801        45.5293        32.6723                 NaN
  1052.63        2500.00                 NaN            NaN            NaN            NaN            NaN   10.8145        1.43257                 NaN            NaN   8.93036       0.555107        45.6017        32.6657                 NaN
  1050.13        2500.00                 NaN            NaN            NaN            NaN            NaN   2.48545        9.79849                 NaN            NaN   8.97935       0.548433        45.5107        32.6776                 NaN
  1047.62        2500.00                 NaN            NaN            NaN            NaN            NaN   10.8135        1.43244                 NaN            NaN   8.93033       0.555070        45.5999        32.6688                 NaN
  1045.11        2500.00                 NaN            NaN            NaN            NaN            NaN   10.8130        1.43238                 NaN            NaN   8.93031       0.555051        45.5990        32.6703                 NaN
  1042.61        2500.00                 NaN            NaN            NaN            NaN            NaN   11.3698       0.447223E-001            NaN            NaN   8.83013       0.566811        45.9332        32.5890       0.666365     
  1040.10        2500.00                 NaN            NaN            NaN            NaN            NaN   11.3692       0.447215E-001            NaN            NaN   8.83012       0.566792        45.9323        32.5906       0.666345     
  1037.59        2500.00                 NaN            NaN            NaN            NaN            NaN   9.60817        2.68961                 NaN            NaN   9.00319       0.544975        45.4630        32.6911                 NaN
  1035.09        2500.00                 NaN            NaN            NaN            NaN            NaN   8.47495        3.70556                 NaN            NaN   8.89529       0.578170        45.6578        32.6883                 NaN
  1032.58        2500.00                 NaN            NaN            NaN            NaN            NaN   8.47454        3.70540                 NaN            NaN   8.89528       0.578151        45.6568        32.6898                 NaN
  1030.08        2500.00                 NaN            NaN            NaN            NaN            NaN   8.47414        3.70524                 NaN            NaN   8.89526       0.578132        45.6559        32.6913                 NaN
  1027.57        2500.00                 NaN            NaN            NaN            NaN            NaN   3.74471        8.46265                 NaN            NaN   8.94169       0.569914        45.5851        32.6959                 NaN
  1025.06        2500.00                 NaN            NaN            NaN            NaN            NaN   3.74454        8.46225                 NaN            NaN   8.94167       0.569895        45.5842        32.6975                 NaN
  1022.56        2500.00                 NaN            NaN            NaN            NaN            NaN   8.46191        3.74433                 NaN            NaN   8.94166       0.569874        45.5833        32.6990                 NaN
  1020.05        2500.00                 NaN            NaN            NaN            NaN            NaN   8.46150        3.74417                 NaN            NaN   8.94164       0.569855        45.5823        32.7005                 NaN
  1017.54        2500.00                 NaN            NaN            NaN            NaN            NaN   8.46109        3.74401                 NaN            NaN   8.94163       0.569837        45.5814        32.7020                 NaN
  1015.04        2500.00                 NaN            NaN            NaN            NaN            NaN   3.74389        8.46064                 NaN            NaN   8.94161       0.569819        45.5805        32.7036                 NaN
  1012.53        2500.00                 NaN            NaN            NaN            NaN            NaN   3.74373        8.46024                 NaN            NaN   8.94159       0.569801        45.5796        32.7051                 NaN
  1010.03        2500.00                 NaN            NaN            NaN            NaN            NaN   8.44712        3.77098                 NaN            NaN   8.96370       0.565685        45.5441        32.7084                 NaN
  1007.52        2500.00                 NaN            NaN            NaN            NaN            NaN   3.77082        8.44671                 NaN            NaN   8.96368       0.565667        45.5432        32.7099                 NaN
  1005.01        2500.00                 NaN            NaN            NaN            NaN            NaN   3.77065        8.44631                 NaN            NaN   8.96367       0.565648        45.5423        32.7115                 NaN
  1002.51        2500.00                 NaN            NaN            NaN            NaN            NaN   3.77049        8.44591                 NaN            NaN   8.96365       0.565629        45.5413        32.7130                 NaN
  1000.00        2500.00                 NaN            NaN            NaN            NaN            NaN   3.77032        8.44552                 NaN            NaN   8.96364       0.565611        45.5404        32.7145                 NaN
