|6.6.6
Archiving\03_Data\frac/QFM_m4.5/GRV/GRV_3.tab                             
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          16
T(K)           P(bar)         melt(TH)       pxmn           Sp(TH)         O(HP)          Opx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             iron           ilm            San(TH)        q             
  1090.23        2500.00                 NaN            NaN            NaN            NaN            NaN   3.64203        8.00836                 NaN            NaN   8.58712                 NaN  0.560265        45.6894        33.5128     
  1087.72        2500.00                 NaN            NaN            NaN            NaN            NaN   3.72660        7.92911                 NaN            NaN   8.59364                 NaN  0.558891        45.6763        33.5155     
  1085.21        2500.00                 NaN            NaN            NaN            NaN            NaN   3.91343        7.75932                 NaN            NaN   8.60750                 NaN  0.554311        45.6444        33.5210     
  1082.71        2500.00                 NaN            NaN            NaN            NaN            NaN   11.7151                 NaN            NaN            NaN   8.64512                 NaN  0.544438        45.5640        33.5314     
  1080.20        2500.00                 NaN            NaN            NaN            NaN            NaN   7.44512        4.14272       0.583395E-003            NaN   8.54672                 NaN  0.572780        45.7874        33.5046     
  1077.69        2500.00                 NaN            NaN            NaN            NaN            NaN   3.39467        8.29289                 NaN            NaN   8.62434                 NaN  0.549695        45.6104        33.5280     
  1075.19        2500.00                 NaN            NaN            NaN            NaN            NaN   3.97522        7.70599                 NaN            NaN   8.62039                 NaN  0.552251        45.6174        33.5287     
  1072.68        2500.00                 NaN            NaN            NaN            NaN            NaN   3.98805        7.70039                 NaN            NaN   8.62715                 NaN  0.550278        45.6022        33.5319     
  1070.18        2500.00                 NaN            NaN            NaN            NaN            NaN  0.164450E-005   11.7428                 NaN            NaN   8.67412                 NaN  0.537059        45.5009        33.5451     
  1067.67        2500.00                 NaN            NaN            NaN            NaN            NaN   4.14533        7.55469                 NaN            NaN   8.63776                 NaN  0.547363        45.5774        33.5375     
  1065.16        2500.00                 NaN            NaN            NaN            NaN            NaN   3.82288        7.88809                 NaN            NaN   8.65487                 NaN  0.545294        45.5478        33.5411     
  1062.66        2500.00                 NaN            NaN            NaN            NaN            NaN   4.21433        7.49650                 NaN            NaN   8.64956                 NaN  0.544340        45.5524        33.5429     
  1060.15        2500.00                 NaN            NaN            NaN            NaN            NaN   3.92075        7.80214                 NaN            NaN   8.66535                 NaN  0.542146        45.5229        33.5467     
  1057.64        2500.00                 NaN            NaN            NaN            NaN            NaN   7.53427        4.10082                 NaN            NaN   8.59663                 NaN  0.560640        45.6784        33.5292     
  1055.14        2500.00                 NaN            NaN            NaN            NaN            NaN   7.53229        4.10823                 NaN            NaN   8.60212                 NaN  0.559296        45.6661        33.5320     
  1052.63        2500.00                 NaN            NaN            NaN            NaN            NaN   4.56721        7.17891                 NaN            NaN   8.68181                 NaN  0.535219        45.4800        33.5569     
  1050.13        2500.00                 NaN            NaN            NaN            NaN            NaN  0.224220E-004   7.52371        4.12752                 NaN   8.61267                 NaN  0.556614        45.6418        33.5376     
  1047.62        2500.00                 NaN            NaN            NaN            NaN            NaN  0.106376E-005   7.54299        4.11365                 NaN   8.61850                 NaN  0.555196        45.6293        33.5404     
  1045.11        2500.00                 NaN            NaN            NaN            NaN            NaN   7.55477        4.10735                 NaN            NaN   8.62384                 NaN  0.553764        45.6171        33.5432     
  1042.61        2500.00                 NaN            NaN            NaN            NaN            NaN   7.55565        4.11212       0.125476E-004            NaN   8.62941                 NaN  0.552409        45.6043        33.5461     
  1040.10        2500.00                 NaN            NaN            NaN            NaN            NaN   7.55815        4.11547       0.505592E-005            NaN   8.63510                 NaN  0.550954        45.5914        33.5490     
  1037.59        2500.00                 NaN            NaN            NaN            NaN            NaN  0.122279E-005   7.54957        4.12939                 NaN   8.64019                 NaN  0.549652        45.5794        33.5518     
  1035.09        2500.00                 NaN            NaN            NaN            NaN            NaN  0.122357E-005   7.55878        4.12578                 NaN   8.64577                 NaN  0.548227        45.5668        33.5546     
  1032.58        2500.00                 NaN            NaN            NaN            NaN            NaN  0.122360E-005   7.55445        4.13585                 NaN   8.65111                 NaN  0.546837        45.5542        33.5575     
  1030.08        2500.00                 NaN            NaN            NaN            NaN            NaN  0.122181E-005   7.55546        4.14044                 NaN   8.65646                 NaN  0.545437        45.5418        33.5604     
  1027.57        2500.00                 NaN            NaN            NaN            NaN            NaN  0.122289E-005   7.55254        4.14911                 NaN   8.66177                 NaN  0.544057        45.5293        33.5633     
  1025.06        2500.00                 NaN            NaN            NaN            NaN            NaN  0.122237E-005   7.55644        4.15091                 NaN   8.66729                 NaN  0.542627        45.5166        33.5661     
  1022.56        2500.00                 NaN            NaN            NaN            NaN            NaN  0.117905E-005   7.21092        4.52892                 NaN   8.67650                 NaN  0.537423        45.4718        33.5744     
  1020.05        2500.00                 NaN            NaN            NaN            NaN            NaN  0.116233E-005   7.16357        4.56520       0.889727E-006   8.67363                 NaN  0.537649        45.4910        33.5690     
  1017.54        2500.00                 NaN            NaN            NaN            NaN            NaN   7.13132        4.61094       0.963040E-005            NaN   8.68347                 NaN  0.535107        45.4651        33.5741     
  1015.04        2500.00                 NaN            NaN            NaN            NaN            NaN  0.120475E-005   7.49171        4.23916                 NaN   8.68790                 NaN  0.537183        45.4661        33.5780     
  1012.53        2500.00                 NaN            NaN            NaN            NaN            NaN   7.24354        4.52758       0.161167E-005            NaN   8.70207                 NaN  0.530778        45.4059        33.5901     
  1010.03        2500.00                 NaN            NaN            NaN            NaN            NaN   7.39842        4.34386                 NaN            NaN   8.69634                 NaN  0.534873        45.4424        33.5841     
  1007.52        2500.00                 NaN            NaN            NaN            NaN            NaN   7.44112        4.30728                 NaN            NaN   8.70259                 NaN  0.533277        45.4288        33.5869     
  1005.01        2500.00                 NaN            NaN            NaN            NaN            NaN   7.41875        4.34703                 NaN            NaN   8.70836                 NaN  0.531176        45.3994        33.5953     
  1002.51        2500.00                 NaN            NaN            NaN            NaN            NaN   7.40913        4.35126                 NaN            NaN   8.71264                 NaN  0.530577        45.4035        33.5929     
  1000.00        2500.00                 NaN            NaN            NaN            NaN            NaN   7.40560        4.36116                 NaN            NaN   8.71815                 NaN  0.529087        45.3900        33.5960     
