|6.6.6
Archiving\03_Data\DfracLP/QFM_m3.5/WD94/WD94_3.tab                        
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          16
T(K)           P(bar)         melt(TH)       melt(TH)       melt(TH)       O(HP)          O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             ilm            San(TH)        q             
  1062.66        500.000                 NaN            NaN            NaN   1.24360                 NaN            NaN            NaN   6.45802                 NaN            NaN   6.98012       0.371155        43.2039        41.7432     
  1060.15        500.000                 NaN            NaN            NaN   1.58768                 NaN            NaN            NaN   5.78468                 NaN            NaN   6.86444       0.411540        43.4772        41.8744     
  1057.64        500.000                 NaN            NaN            NaN   1.58761                 NaN            NaN            NaN   5.78436                 NaN            NaN   6.86437       0.411523        43.4760        41.8761     
  1055.14        500.000                 NaN            NaN            NaN   1.58647                 NaN            NaN            NaN   5.78632                 NaN            NaN   6.86477       0.411367        43.4736        41.8774     
  1052.63        500.000                 NaN            NaN            NaN   1.58745                 NaN            NaN            NaN   5.78374                 NaN            NaN   6.86424       0.411489        43.4736        41.8795     
  1050.13        500.000                 NaN            NaN            NaN   1.63871                 NaN            NaN            NaN   5.70380                 NaN            NaN   6.86020       0.413558        43.4787        41.9050     
  1047.62        500.000                 NaN            NaN            NaN   1.63864                 NaN            NaN            NaN   5.70348                 NaN            NaN   6.86013       0.413541        43.4775        41.9067     
  1045.11        500.000                 NaN            NaN            NaN   1.63855                 NaN            NaN            NaN   5.70318                 NaN            NaN   6.86007       0.413524        43.4763        41.9084     
  1042.61        500.000                 NaN            NaN            NaN   1.68540                 NaN            NaN            NaN   5.63103                 NaN            NaN   6.85686       0.415291        43.4793        41.9322     
  1040.10        500.000                 NaN            NaN            NaN   1.68531                 NaN            NaN            NaN   5.63073                 NaN            NaN   6.85679       0.415274        43.4781        41.9338     
  1037.59        500.000                 NaN            NaN            NaN   1.68523                 NaN            NaN            NaN   5.63042                 NaN            NaN   6.85673       0.415257        43.4769        41.9355     
  1035.09        500.000                 NaN            NaN            NaN   1.72808                 NaN            NaN            NaN   5.56538                 NaN            NaN   6.85433       0.416737        43.4777        41.9577     
  1032.58        500.000                 NaN            NaN            NaN   1.72800                 NaN            NaN            NaN   5.56508                 NaN            NaN   6.85426       0.416719        43.4765        41.9594     
  1030.08        500.000                 NaN            NaN            NaN   1.72791                 NaN            NaN            NaN   5.56478                 NaN            NaN   6.85420       0.416702        43.4753        41.9611     
  1027.57        500.000                 NaN            NaN            NaN   1.72783                 NaN            NaN            NaN   5.56449                 NaN            NaN   6.85414       0.416685        43.4741        41.9627     
  1025.06        500.000                 NaN            NaN            NaN   1.72774                 NaN            NaN            NaN   5.56419                 NaN            NaN   6.85407       0.416668        43.4729        41.9644     
  1022.56        500.000                 NaN            NaN            NaN   1.72765                 NaN            NaN            NaN   5.56389                 NaN            NaN   6.85401       0.416651        43.4717        41.9661     
  1020.05        500.000                 NaN            NaN            NaN   1.65684                 NaN            NaN            NaN   5.76307                 NaN            NaN   6.91195       0.397629        43.3158        41.9547     
  1017.54        500.000                 NaN            NaN            NaN   1.67030                 NaN            NaN            NaN   5.74183                 NaN            NaN   6.91015       0.398225        43.3167        41.9628     
  1015.04        500.000                 NaN            NaN            NaN   1.68130                 NaN            NaN            NaN   5.72497                 NaN            NaN   6.90933       0.398591        43.3160        41.9698     
  1012.53        500.000                 NaN            NaN            NaN   1.69248                 NaN            NaN            NaN   5.71884                 NaN            NaN   6.91153       0.397634        43.3024        41.9771     
  1010.03        500.000                 NaN            NaN            NaN   1.71562                 NaN            NaN            NaN   5.66885                 NaN            NaN   6.90575       0.400545        43.3203        41.9890     
  1007.52        500.000                 NaN            NaN            NaN   1.72825                 NaN            NaN            NaN   5.56051                 NaN            NaN   6.85360       0.416589        43.4644        41.9766     
  1005.01        500.000                 NaN            NaN            NaN   1.73344                 NaN            NaN            NaN   5.65257                 NaN            NaN   6.90566       0.400137        43.3067        42.0015     
  1002.51        500.000                 NaN            NaN            NaN   1.74921                 NaN            NaN            NaN   5.61681                 NaN            NaN   6.90271       0.401938        43.3191        42.0102     
  1000.00        500.000                 NaN            NaN            NaN   1.72711                 NaN            NaN            NaN   5.56091                 NaN            NaN   6.85344       0.416506        43.4609        41.9811     
