|6.6.6
Archiving\03_Data\DfracLP/QFM_m3.5/WD94/WD94_1.tab                        
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          16
T(K)           P(bar)         melt(TH)       melt(TH)       melt(TH)       O(HP)          O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             ilm            San(TH)        q             
  1060.15        500.000                 NaN            NaN            NaN   2.59048                 NaN            NaN            NaN   7.73850                 NaN            NaN   7.11063       0.732696        41.4658        40.3619     
  1057.64        500.000                 NaN            NaN            NaN   2.59049                 NaN            NaN            NaN   7.73849                 NaN            NaN   7.11063       0.732697        41.4658        40.3619     
  1055.14        500.000                 NaN            NaN            NaN   2.58876                 NaN            NaN            NaN   7.74154                 NaN            NaN   7.11110       0.732448        41.4647        40.3615     
  1052.63        500.000                 NaN            NaN            NaN   2.59049                 NaN            NaN            NaN   7.73850                 NaN            NaN   7.11063       0.732697        41.4658        40.3619     
  1050.13        500.000                 NaN            NaN            NaN   2.67438                 NaN            NaN            NaN   7.62216                 NaN            NaN   7.10680       0.736441        41.4736        40.3866     
  1047.62        500.000                 NaN            NaN            NaN   2.67439                 NaN            NaN            NaN   7.62215                 NaN            NaN   7.10680       0.736442        41.4737        40.3866     
  1045.11        500.000                 NaN            NaN            NaN   2.67439                 NaN            NaN            NaN   7.62215                 NaN            NaN   7.10680       0.736442        41.4737        40.3866     
  1042.61        500.000                 NaN            NaN            NaN   2.75109                 NaN            NaN            NaN   7.51672                 NaN            NaN   7.10381       0.739648        41.4793        40.4094     
  1040.10        500.000                 NaN            NaN            NaN   2.75109                 NaN            NaN            NaN   7.51672                 NaN            NaN   7.10381       0.739648        41.4793        40.4094     
  1037.59        500.000                 NaN            NaN            NaN   2.75109                 NaN            NaN            NaN   7.51672                 NaN            NaN   7.10381       0.739649        41.4793        40.4094     
  1035.09        500.000                 NaN            NaN            NaN   2.82128                 NaN            NaN            NaN   7.42122                 NaN            NaN   7.10164       0.742342        41.4828        40.4307     
  1032.58        500.000                 NaN            NaN            NaN   2.82128                 NaN            NaN            NaN   7.42122                 NaN            NaN   7.10164       0.742341        41.4828        40.4307     
  1030.08        500.000                 NaN            NaN            NaN   2.82128                 NaN            NaN            NaN   7.42122                 NaN            NaN   7.10164       0.742341        41.4828        40.4307     
  1027.57        500.000                 NaN            NaN            NaN   2.82128                 NaN            NaN            NaN   7.42122                 NaN            NaN   7.10164       0.742342        41.4828        40.4307     
  1025.06        500.000                 NaN            NaN            NaN   2.82128                 NaN            NaN            NaN   7.42122                 NaN            NaN   7.10164       0.742341        41.4828        40.4307     
  1022.56        500.000                 NaN            NaN            NaN   2.82128                 NaN            NaN            NaN   7.42122                 NaN            NaN   7.10164       0.742341        41.4828        40.4307     
  1020.05        500.000                 NaN            NaN            NaN   2.70559                 NaN            NaN            NaN   7.67638                 NaN            NaN   7.16127       0.708431        41.3330        40.4154     
  1017.54        500.000                 NaN            NaN            NaN   2.72774                 NaN            NaN            NaN   7.64583                 NaN            NaN   7.15953       0.709530        41.3353        40.4220     
  1015.04        500.000                 NaN            NaN            NaN   2.74587                 NaN            NaN            NaN   7.62091                 NaN            NaN   7.15885       0.710221        41.3365        40.4277     
  1012.53        500.000                 NaN            NaN            NaN   2.76436                 NaN            NaN            NaN   7.60510                 NaN            NaN   7.16141       0.708565        41.3262        40.4344     
  1010.03        500.000                 NaN            NaN            NaN   2.80227                 NaN            NaN            NaN   7.54046                 NaN            NaN   7.15547       0.713779        41.3439        40.4441     
  1007.52        500.000                 NaN            NaN            NaN   2.82310                 NaN            NaN            NaN   7.41880                 NaN            NaN   7.10162       0.742414        41.4828        40.4313     
  1005.01        500.000                 NaN            NaN            NaN   2.83177                 NaN            NaN            NaN   7.50973                 NaN            NaN   7.15577       0.713137        41.3352        40.4544     
  1002.51        500.000                 NaN            NaN            NaN   2.85764                 NaN            NaN            NaN   7.46489                 NaN            NaN   7.15271       0.716370        41.3475        40.4609     
  1000.00        500.000                 NaN            NaN            NaN   2.82164                 NaN            NaN            NaN   7.42074                 NaN            NaN   7.10164       0.742357        41.4828        40.4308     
