|6.6.6
Archiving\03_Data\frac/QFM_m1/KHA22/KHA22_3.tab                           
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          17
T(K)           P(bar)         melt(TH)       mang           Ni             O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q              Gt(TH)         ab            
  1122.81        2500.00                 NaN            NaN            NaN   3.35413                 NaN            NaN            NaN            NaN            NaN   13.9609                 NaN            NaN   47.9256        5.80669        28.9528     
  1120.30        2500.00                 NaN            NaN            NaN   3.35396                 NaN            NaN            NaN            NaN            NaN   13.9607                 NaN            NaN   47.9275        5.80653        28.9513     
  1117.79        2500.00                 NaN            NaN            NaN   3.35379                 NaN            NaN            NaN            NaN            NaN   13.9606                 NaN            NaN   47.9294        5.80637        28.9499     
  1115.29        2500.00                 NaN            NaN            NaN   3.35362                 NaN            NaN            NaN            NaN            NaN   13.9604                 NaN            NaN   47.9313        5.80621        28.9485     
  1112.78        2500.00                 NaN            NaN            NaN   3.35345                 NaN            NaN            NaN            NaN            NaN   13.9603                 NaN            NaN   47.9332        5.80605        28.9470     
  1110.28        2500.00                 NaN            NaN            NaN   3.35328                 NaN            NaN            NaN            NaN            NaN   13.9602                 NaN            NaN   47.9351        5.80589        28.9456     
  1107.77        2500.00                 NaN            NaN            NaN   3.35312                 NaN            NaN            NaN            NaN            NaN   13.9600                 NaN            NaN   47.9370        5.80574        28.9441     
  1105.26        2500.00                 NaN            NaN            NaN   3.35295                 NaN            NaN            NaN            NaN            NaN   13.9599                 NaN            NaN   47.9390        5.80558        28.9426     
  1102.76        2500.00                 NaN            NaN            NaN   3.35279                 NaN            NaN            NaN            NaN            NaN   13.9598                 NaN            NaN   47.9409        5.80543        28.9411     
  1100.25        2500.00                 NaN            NaN            NaN   3.35262                 NaN            NaN            NaN            NaN            NaN   13.9596                 NaN            NaN   47.9429        5.80527        28.9396     
  1097.74        2500.00                 NaN            NaN            NaN   3.35246                 NaN            NaN            NaN            NaN            NaN   13.9595                 NaN            NaN   47.9449        5.80512        28.9380     
  1095.24        2500.00                 NaN            NaN            NaN   3.35230                 NaN            NaN            NaN            NaN            NaN   13.9594                 NaN            NaN   47.9468        5.80497        28.9365     
  1092.73        2500.00                 NaN            NaN            NaN   3.35214                 NaN            NaN            NaN            NaN            NaN   13.9593                 NaN            NaN   47.9488        5.80483        28.9349     
  1090.23        2500.00                 NaN            NaN            NaN   3.35198                 NaN            NaN            NaN            NaN            NaN   13.9592                 NaN            NaN   47.9508        5.80468        28.9333     
  1087.72        2500.00                 NaN            NaN            NaN   3.35182                 NaN            NaN            NaN            NaN            NaN   13.9591                 NaN            NaN   47.9528        5.80453        28.9317     
  1085.21        2500.00                 NaN            NaN            NaN   3.35166                 NaN            NaN            NaN            NaN            NaN   13.9590                 NaN            NaN   47.9549        5.80439        28.9301     
  1082.71        2500.00                 NaN            NaN            NaN   3.35150                 NaN            NaN            NaN            NaN            NaN   13.9589                 NaN            NaN   47.9569        5.80425        28.9285     
  1080.20        2500.00                 NaN            NaN            NaN   3.35135                 NaN            NaN            NaN            NaN            NaN   13.9588                 NaN            NaN   47.9590        5.80411        28.9268     
  1077.69        2500.00                 NaN            NaN            NaN   3.35119                 NaN            NaN            NaN            NaN            NaN   13.9587                 NaN            NaN   47.9610        5.80397        28.9251     
  1075.19        2500.00                 NaN            NaN            NaN   3.35104                 NaN            NaN            NaN            NaN            NaN   13.9586                 NaN            NaN   47.9631        5.80383        28.9234     
  1072.68        2500.00                 NaN            NaN            NaN   3.35088                 NaN            NaN            NaN            NaN            NaN   13.9585                 NaN            NaN   47.9652        5.80369        28.9217     
  1070.18        2500.00                 NaN            NaN            NaN   3.35073                 NaN            NaN            NaN            NaN            NaN   13.9584                 NaN            NaN   47.9672        5.80355        28.9200     
  1067.67        2500.00                 NaN            NaN            NaN   3.35058                 NaN            NaN            NaN            NaN            NaN   13.9584                 NaN            NaN   47.9693        5.80342        28.9183     
  1065.16        2500.00                 NaN            NaN            NaN   3.35042                 NaN            NaN            NaN            NaN            NaN   13.9583                 NaN            NaN   47.9714        5.80328        28.9166     
  1062.66        2500.00                 NaN            NaN            NaN   3.35027                 NaN            NaN            NaN            NaN            NaN   13.9582                 NaN            NaN   47.9735        5.80315        28.9148     
  1060.15        2500.00                 NaN            NaN            NaN   3.35012                 NaN            NaN            NaN            NaN            NaN   13.9581                 NaN            NaN   47.9757        5.80302        28.9131     
  1057.64        2500.00                 NaN            NaN            NaN   3.34997                 NaN            NaN            NaN            NaN            NaN   13.9581                 NaN            NaN   47.9778        5.80289        28.9113     
  1055.14        2500.00                 NaN            NaN            NaN   3.34982                 NaN            NaN            NaN            NaN            NaN   13.9580                 NaN            NaN   47.9799        5.80275        28.9095     
  1052.63        2500.00                 NaN            NaN            NaN   3.34967                 NaN            NaN            NaN            NaN            NaN   13.9579                 NaN            NaN   47.9820        5.80262        28.9078     
  1050.13        2500.00                 NaN            NaN            NaN   3.34952                 NaN            NaN            NaN            NaN            NaN   13.9579                 NaN            NaN   47.9841        5.80249        28.9060     
  1047.62        2500.00                 NaN            NaN            NaN   3.34937                 NaN            NaN            NaN            NaN            NaN   13.9578                 NaN            NaN   47.9862        5.80236        28.9042     
  1045.11        2500.00                 NaN            NaN            NaN   3.34922                 NaN            NaN            NaN            NaN            NaN   13.9577                 NaN            NaN   47.9884        5.80223        28.9024     
  1042.61        2500.00                 NaN            NaN            NaN   3.34907                 NaN            NaN            NaN            NaN            NaN   13.9577                 NaN            NaN   47.9905        5.80210        28.9007     
  1040.10        2500.00                 NaN            NaN            NaN   3.34892                 NaN            NaN            NaN            NaN            NaN   13.9576                 NaN            NaN   47.9926        5.80197        28.8989     
  1037.59        2500.00                 NaN            NaN            NaN   3.34878                 NaN            NaN            NaN            NaN            NaN   13.9575                 NaN            NaN   47.9947        5.80184        28.8971     
  1035.09        2500.00                 NaN            NaN            NaN   3.34863                 NaN            NaN            NaN            NaN            NaN   13.9575                 NaN            NaN   47.9968        5.80171        28.8953     
  1032.58        2500.00                 NaN            NaN            NaN   3.34848                 NaN            NaN            NaN            NaN            NaN   13.9574                 NaN            NaN   47.9990        5.80158        28.8936     
  1030.08        2500.00                 NaN            NaN            NaN   3.34833                 NaN            NaN            NaN            NaN            NaN   13.9574                 NaN            NaN   48.0011        5.80144        28.8918     
  1027.57        2500.00                 NaN            NaN            NaN   3.34818                 NaN            NaN            NaN            NaN            NaN   13.9573                 NaN            NaN   48.0032        5.80131        28.8900     
  1025.06        2500.00                 NaN            NaN            NaN   3.34803                 NaN            NaN            NaN            NaN            NaN   13.9572                 NaN            NaN   48.0053        5.80118        28.8882     
  1022.56        2500.00                 NaN            NaN            NaN   3.34788                 NaN            NaN            NaN            NaN            NaN   13.9572                 NaN            NaN   48.0074        5.80105        28.8865     
  1020.05        2500.00                 NaN            NaN            NaN   3.34773                 NaN            NaN            NaN            NaN            NaN   13.9571                 NaN            NaN   48.0095        5.80092        28.8847     
  1017.54        2500.00                 NaN            NaN            NaN   3.34758                 NaN            NaN            NaN            NaN            NaN   13.9570                 NaN            NaN   48.0116        5.80079        28.8830     
  1015.04        2500.00                 NaN            NaN            NaN   3.34744                 NaN            NaN            NaN            NaN            NaN   13.9570                 NaN            NaN   48.0137        5.80066        28.8812     
  1012.53        2500.00                 NaN            NaN            NaN   3.34729                 NaN            NaN            NaN            NaN            NaN   13.9569                 NaN            NaN   48.0158        5.80052        28.8794     
  1010.03        2500.00                 NaN            NaN            NaN   3.34714                 NaN            NaN            NaN            NaN            NaN   13.9569                 NaN            NaN   48.0179        5.80039        28.8777     
  1007.52        2500.00                 NaN            NaN            NaN   3.34699                 NaN            NaN            NaN            NaN            NaN   13.9568                 NaN            NaN   48.0200        5.80026        28.8759     
  1005.01        2500.00                 NaN            NaN            NaN   3.34684                 NaN            NaN            NaN            NaN            NaN   13.9567                 NaN            NaN   48.0221        5.80013        28.8742     
  1002.51        2500.00                 NaN            NaN            NaN   3.34669                 NaN            NaN            NaN            NaN            NaN   13.9567                 NaN            NaN   48.0242        5.79999        28.8724     
  1000.00        2500.00                 NaN            NaN            NaN   3.34654                 NaN            NaN            NaN            NaN            NaN   13.9566                 NaN            NaN   48.0263        5.79986        28.8707     
