|6.6.6
Archiving\03_Data\frac/QFM_m0.75/KHA22/KHA22_3.tab                        
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          18
T(K)           P(bar)         melt(TH)       melt(TH)       mang           Ni             O(HP)          O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q              hed           
  1170.43        2500.00                 NaN            NaN            NaN            NaN   4.45319                 NaN            NaN            NaN   5.91556                 NaN            NaN   8.36537        47.9776       0.916110        32.3722                 NaN
  1167.92        2500.00                 NaN            NaN            NaN            NaN   4.45436                 NaN            NaN            NaN   5.90459       0.122677E-005            NaN   8.36082        47.9872       0.918527        32.3745                 NaN
  1165.41        2500.00                 NaN            NaN            NaN            NaN   4.45716                 NaN            NaN            NaN   5.90062       0.129991E-005            NaN   8.36213        47.9836       0.918467        32.3780                 NaN
  1162.91        2500.00                 NaN            NaN            NaN            NaN   4.45925                 NaN            NaN            NaN   5.89758       0.111813E-005            NaN   8.36380        47.9801       0.918281        32.3810                 NaN
  1160.40        2500.00                 NaN            NaN            NaN            NaN   3.13484                 NaN            NaN            NaN   8.50328                 NaN            NaN   8.55278        47.1153       0.804355        31.8895                 NaN
  1157.89        2500.00                 NaN            NaN            NaN            NaN   3.20301                 NaN            NaN            NaN   8.38518                 NaN            NaN   8.54763        47.1328       0.808898        31.9225                 NaN
  1155.39        2500.00                 NaN            NaN            NaN            NaN   3.27915                 NaN            NaN            NaN   8.24970                 NaN            NaN   8.54612        47.1534       0.814324        31.9573                 NaN
  1152.88        2500.00                 NaN            NaN            NaN            NaN   4.47190                 NaN            NaN            NaN   5.88600                 NaN            NaN   8.37229        47.9578       0.916363        32.3956                 NaN
  1150.38        2500.00                 NaN            NaN            NaN            NaN   4.47241                 NaN            NaN            NaN   5.88542                 NaN            NaN   8.37026        47.9566       0.916661        32.3987                 NaN
  1147.87        2500.00                 NaN            NaN            NaN            NaN   4.47519                 NaN            NaN            NaN   5.88183                 NaN            NaN   8.37185        47.9523       0.916535        32.4023                 NaN
  1145.36        2500.00                 NaN            NaN            NaN            NaN   3.42526                 NaN            NaN            NaN   8.00666                 NaN            NaN   8.53888        47.1712       0.822641        32.0353                 NaN
  1142.86        2500.00                 NaN            NaN            NaN            NaN   3.49554                 NaN            NaN            NaN   7.87781                 NaN            NaN   8.54009        47.1913       0.828223        32.0670                 NaN
  1140.35        2500.00                 NaN            NaN            NaN            NaN   3.48117                 NaN            NaN            NaN   7.90865                 NaN            NaN   8.53143        47.1853       0.826604        32.0668                 NaN
  1137.84        2500.00                 NaN            NaN            NaN            NaN   3.55615                 NaN            NaN            NaN   7.77300                 NaN            NaN   8.53912        47.2005       0.832093        32.0991                 NaN
  1135.34        2500.00                 NaN            NaN            NaN            NaN   3.58806                 NaN            NaN            NaN   7.71800                 NaN            NaN   8.53866        47.2051       0.834144        32.1160                 NaN
  1132.83        2500.00                 NaN            NaN            NaN            NaN   3.61651                 NaN            NaN            NaN   7.66933       0.148698E-005            NaN   8.53853        47.2083       0.835909        32.1314                 NaN
  1130.33        2500.00                 NaN            NaN            NaN            NaN   4.44811                 NaN            NaN            NaN   5.95099                 NaN            NaN   8.34329        47.9324       0.911067        32.4142                 NaN
  1127.82        2500.00                 NaN            NaN            NaN            NaN   4.45050                 NaN            NaN            NaN   5.94754                 NaN            NaN   8.34460        47.9287       0.911048        32.4176                 NaN
  1125.31        2500.00                 NaN            NaN            NaN            NaN   3.67847                 NaN            NaN            NaN   7.56693                 NaN            NaN   8.54084        47.2066       0.839265        32.1679                 NaN
  1122.81        2500.00                 NaN            NaN            NaN            NaN   4.45522                 NaN            NaN            NaN   5.94076                 NaN            NaN   8.34724        47.9212       0.911007        32.4245                 NaN
  1120.30        2500.00                 NaN            NaN            NaN            NaN   4.45722                 NaN            NaN            NaN   5.93979                 NaN            NaN   8.34659        47.9173       0.910642        32.4285                 NaN
  1117.79        2500.00                 NaN            NaN            NaN            NaN   4.45952                 NaN            NaN            NaN   5.93655                 NaN            NaN   8.34790        47.9134       0.910614        32.4320                 NaN
  1115.29        2500.00                 NaN            NaN            NaN            NaN   4.50189                 NaN            NaN            NaN   5.92851                 NaN            NaN   8.35032        47.8296       0.910704        32.4789                 NaN
  1112.78        2500.00                 NaN            NaN            NaN            NaN   4.54970                 NaN            NaN            NaN   5.77309                 NaN            NaN   8.38663        47.9068       0.915953        32.4679                 NaN
  1110.28        2500.00                 NaN            NaN            NaN            NaN   4.50634                 NaN            NaN            NaN   5.92225                 NaN            NaN   8.35300        47.8220       0.910644        32.4858                 NaN
  1107.77        2500.00                 NaN            NaN            NaN            NaN   4.50854                 NaN            NaN            NaN   5.91919                 NaN            NaN   8.35436        47.8181       0.910613        32.4892                 NaN
  1105.26        2500.00                 NaN            NaN            NaN            NaN   4.51072                 NaN            NaN            NaN   5.91616                 NaN            NaN   8.35573        47.8141       0.910582        32.4927                 NaN
  1102.76        2500.00                 NaN            NaN            NaN            NaN   4.51288                 NaN            NaN            NaN   5.91318                 NaN            NaN   8.35711        47.8102       0.910549        32.4961                 NaN
  1100.25        2500.00                 NaN            NaN            NaN            NaN   4.51502                 NaN            NaN            NaN   5.91024                 NaN            NaN   8.35851        47.8062       0.910516        32.4995                 NaN
  1097.74        2500.00                 NaN            NaN            NaN            NaN   4.47760                 NaN            NaN            NaN   6.04869       0.891936E-005            NaN   8.36152        47.6789       0.910720        32.5226                 NaN
  1095.24        2500.00                 NaN            NaN            NaN            NaN   3.88386                 NaN            NaN            NaN   7.22848                 NaN            NaN   8.55271        47.1903       0.849999        32.2947                 NaN
  1092.73        2500.00                 NaN            NaN            NaN            NaN   4.94596                 NaN            NaN            NaN  0.187031E-005            NaN            NaN   7.62739        49.9335       0.961651        32.1069        4.42463     
  1090.23        2500.00                 NaN            NaN            NaN            NaN   4.94575                 NaN            NaN            NaN  0.189332E-005            NaN            NaN   7.62736        49.9324       0.961617        32.1084        4.42450     
  1087.72        2500.00                 NaN            NaN            NaN            NaN   4.94553                 NaN            NaN            NaN  0.216515E-005            NaN            NaN   7.62733        49.9314       0.961583        32.1098        4.42436     
  1085.21        2500.00                 NaN            NaN            NaN            NaN   4.94532                 NaN            NaN            NaN  0.219207E-005            NaN            NaN   7.62730        49.9303       0.961548        32.1113        4.42423     
  1082.71        2500.00                 NaN            NaN            NaN            NaN   4.94510                 NaN            NaN            NaN  0.196536E-005            NaN            NaN   7.62728        49.9292       0.961514        32.1128        4.42409     
  1080.20        2500.00                 NaN            NaN            NaN            NaN   4.94489                 NaN            NaN            NaN  0.199040E-005            NaN            NaN   7.62725        49.9282       0.961480        32.1142        4.42396     
  1077.69        2500.00                 NaN            NaN            NaN            NaN   4.94467                 NaN            NaN            NaN  0.201594E-005            NaN            NaN   7.62722        49.9271       0.961447        32.1157        4.42382     
  1075.19        2500.00                 NaN            NaN            NaN            NaN   4.94445                 NaN            NaN            NaN  0.204202E-005            NaN            NaN   7.62719        49.9261       0.961413        32.1172        4.42369     
  1072.68        2500.00                 NaN            NaN            NaN            NaN   4.94424                 NaN            NaN            NaN  0.206868E-005            NaN            NaN   7.62717        49.9250       0.961379        32.1187        4.42355     
  1070.18        2500.00                 NaN            NaN            NaN            NaN   4.94402                 NaN            NaN            NaN  0.209596E-005            NaN            NaN   7.62714        49.9239       0.961345        32.1201        4.42342     
  1067.67        2500.00                 NaN            NaN            NaN            NaN   4.94381                 NaN            NaN            NaN  0.212382E-005            NaN            NaN   7.62711        49.9229       0.961311        32.1216        4.42328     
  1065.16        2500.00                 NaN            NaN            NaN            NaN   4.94359                 NaN            NaN            NaN  0.215220E-005            NaN            NaN   7.62709        49.9218       0.961277        32.1231        4.42315     
  1062.66        2500.00                 NaN            NaN            NaN            NaN   4.94338                 NaN            NaN            NaN  0.218128E-005            NaN            NaN   7.62706        49.9208       0.961244        32.1245        4.42301     
  1060.15        2500.00                 NaN            NaN            NaN            NaN   4.94317                 NaN            NaN            NaN  0.221099E-005            NaN            NaN   7.62703        49.9197       0.961210        32.1260        4.42288     
  1057.64        2500.00                 NaN            NaN            NaN            NaN   4.94295                 NaN            NaN            NaN  0.224135E-005            NaN            NaN   7.62701        49.9187       0.961176        32.1275        4.42274     
  1055.14        2500.00                 NaN            NaN            NaN            NaN   4.94274       0.224528E-005            NaN            NaN            NaN            NaN            NaN   7.62698        49.9176       0.961143        32.1289        4.42261     
  1052.63        2500.00                 NaN            NaN            NaN            NaN   4.94252       0.227485E-005            NaN            NaN            NaN            NaN            NaN   7.62696        49.9166       0.961109        32.1304        4.42247     
  1050.13        2500.00                 NaN            NaN            NaN            NaN   4.94231       0.230508E-005            NaN            NaN            NaN            NaN            NaN   7.62693        49.9155       0.961075        32.1318        4.42234     
  1047.62        2500.00                 NaN            NaN            NaN            NaN   4.94209       0.233594E-005            NaN            NaN            NaN            NaN            NaN   7.62690        49.9144       0.961042        32.1333        4.42220     
  1045.11        2500.00                 NaN            NaN            NaN            NaN   4.94188       0.236751E-005            NaN            NaN            NaN            NaN            NaN   7.62688        49.9134       0.961008        32.1348        4.42207     
  1042.61        2500.00                 NaN            NaN            NaN            NaN   4.94166       0.239978E-005            NaN            NaN            NaN            NaN            NaN   7.62685        49.9123       0.960975        32.1362        4.42193     
  1040.10        2500.00                 NaN            NaN            NaN            NaN   4.94145       0.243273E-005            NaN            NaN            NaN            NaN            NaN   7.62683        49.9113       0.960942        32.1377        4.42180     
  1037.59        2500.00                 NaN            NaN            NaN            NaN   4.94124       0.246649E-005            NaN            NaN            NaN            NaN            NaN   7.62680        49.9102       0.960908        32.1392        4.42166     
  1035.09        2500.00                 NaN            NaN            NaN            NaN   4.94102       0.250025E-005            NaN            NaN            NaN            NaN            NaN   7.62678        49.9092       0.960875        32.1406        4.42153     
  1032.58        2500.00                 NaN            NaN            NaN            NaN   4.60668                 NaN            NaN            NaN   5.70727                 NaN            NaN   8.43189        47.7621       0.914272        32.5778                 NaN
  1030.08        2500.00                 NaN            NaN            NaN            NaN   4.94060                 NaN            NaN            NaN  0.258294E-005            NaN            NaN   7.62673        49.9071       0.960808        32.1435        4.42126     
  1027.57        2500.00                 NaN            NaN            NaN            NaN   4.94039                 NaN            NaN            NaN  0.262280E-005            NaN            NaN   7.62671        49.9060       0.960775        32.1450        4.42112     
  1025.06        2500.00                 NaN            NaN            NaN            NaN   4.94017                 NaN            NaN            NaN  0.266334E-005            NaN            NaN   7.62668        49.9050       0.960742        32.1464        4.42099     
  1022.56        2500.00                 NaN            NaN            NaN            NaN   4.93996                 NaN            NaN            NaN  0.270491E-005            NaN            NaN   7.62666        49.9039       0.960709        32.1479        4.42085     
  1020.05        2500.00                 NaN            NaN            NaN            NaN   4.93975                 NaN            NaN            NaN  0.274883E-005            NaN            NaN   7.62663        49.9029       0.960675        32.1494        4.42072     
  1017.54        2500.00                 NaN            NaN            NaN            NaN   4.93953                 NaN            NaN            NaN  0.279258E-005            NaN            NaN   7.62661        49.9018       0.960642        32.1508        4.42058     
  1015.04        2500.00                 NaN            NaN            NaN            NaN   4.93932                 NaN            NaN            NaN  0.283780E-005            NaN            NaN   7.62659        49.9008       0.960609        32.1523        4.42045     
  1012.53        2500.00                 NaN            NaN            NaN            NaN   4.93911                 NaN            NaN            NaN  0.288407E-005            NaN            NaN   7.62656        49.8997       0.960576        32.1537        4.42031     
  1010.03        2500.00                 NaN            NaN            NaN            NaN   4.93890                 NaN            NaN            NaN  0.297254E-005            NaN            NaN   7.62654        49.8987       0.960543        32.1552        4.42018     
  1007.52        2500.00                 NaN            NaN            NaN            NaN   4.62324                 NaN            NaN            NaN   5.68790       0.441459E-005            NaN   8.44914        47.7137       0.913855        32.6122                 NaN
  1005.01        2500.00                 NaN            NaN            NaN            NaN   4.62465                 NaN            NaN            NaN   5.68675       0.926054E-005            NaN   8.45101        47.7081       0.913766        32.6157                 NaN
  1002.51        2500.00                 NaN            NaN            NaN            NaN   4.62606                 NaN            NaN            NaN   5.68564       0.689364E-005            NaN   8.45290        47.7025       0.913677        32.6192                 NaN
  1000.00        2500.00                 NaN            NaN            NaN            NaN   4.93805                 NaN            NaN            NaN  0.317436E-005            NaN            NaN   7.62645        49.8945       0.960412        32.1610        4.41964     
