|6.6.6
Archiving\03_Data\frac/QFM_m1.75/WD94/WD94_3.tab                          
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          16
T(K)           P(bar)         melt(TH)       mang           O(HP)          O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q             
  1077.69        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   9.72601        2.38667                 NaN            NaN   8.92036        45.7481       0.563763        32.6551     
  1075.19        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   9.70236        2.41121                 NaN            NaN   8.92266        45.7435       0.563357        32.6569     
  1072.68        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   9.67922        2.43522                 NaN            NaN   8.92494        45.7389       0.562952        32.6588     
  1070.18        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   9.65659        2.45873                 NaN            NaN   8.92722        45.7343       0.562546        32.6606     
  1067.67        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   9.63447        2.48173                 NaN            NaN   8.92949        45.7297       0.562140        32.6625     
  1065.16        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   9.61422        2.50296                 NaN            NaN   8.93184        45.7250       0.561705        32.6643     
  1062.66        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   9.59474        2.52349                 NaN            NaN   8.93424        45.7201       0.561257        32.6662     
  1060.15        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   9.79663        2.32606                 NaN            NaN   8.94098        45.7037       0.560887        32.6718     
  1057.64        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   9.77388        2.34970                 NaN            NaN   8.94326        45.6990       0.560496        32.6737     
  1055.14        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   9.75167        2.37283                 NaN            NaN   8.94555        45.6943       0.560100        32.6756     
  1052.63        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   9.72996        2.39546                 NaN            NaN   8.94785        45.6896       0.559700        32.6775     
  1050.13        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   9.70874        2.41762                 NaN            NaN   8.95017        45.6848       0.559295        32.6793     
  1047.62        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   9.68798        2.43933                 NaN            NaN   8.95250        45.6801       0.558884        32.6812     
  1045.11        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   9.73994        2.39099                 NaN            NaN   8.95727        45.6684       0.558341        32.6851     
  1042.61        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   9.71900        2.41284                 NaN            NaN   8.95956        45.6637       0.557950        32.6870     
  1040.10        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   9.69857        2.43420                 NaN            NaN   8.96185        45.6589       0.557554        32.6889     
  1037.59        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   9.67861        2.45510                 NaN            NaN   8.96415        45.6542       0.557153        32.6908     
  1035.09        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   9.88269        2.33343                 NaN            NaN   9.03816        45.5018       0.537378        32.7066     
  1032.58        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   9.85408        2.36526                 NaN            NaN   9.04341        45.4914       0.536544        32.7093     
  1030.08        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   9.83209        2.39050                 NaN            NaN   9.04890        45.4807       0.535714        32.7121     
  1027.57        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   9.78529        2.43867                 NaN            NaN   9.05236        45.4740       0.535416        32.7143     
  1025.06        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   9.69977        2.53033                 NaN            NaN   9.04091        45.4739       0.534596        32.7205     
  1022.56        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   2.37359        9.86657                 NaN            NaN   9.07150        45.4363       0.530874        32.7211     
  1020.05        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   9.73378        2.50367                 NaN            NaN   9.07460        45.4348       0.530682        32.7225     
  1017.54        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   9.70706        2.53261                 NaN            NaN   9.07521        45.4277       0.531333        32.7260     
  1015.04        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   9.68641        2.55685                 NaN            NaN   9.08061        45.4168       0.530426        32.7289     
  1012.53        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   9.50159        2.64241                 NaN            NaN   8.98788        45.6055       0.552851        32.7097     
  1010.03        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   9.48585        2.65928                 NaN            NaN   8.99033        45.6005       0.552389        32.7116     
  1007.52        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   9.47044        2.67585                 NaN            NaN   8.99278        45.5955       0.551922        32.7135     
  1005.01        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   9.45532        2.69215                 NaN            NaN   8.99526        45.5904       0.551446        32.7154     
  1002.51        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   9.44053        2.70814                 NaN            NaN   8.99775        45.5853       0.550967        32.7173     
  1000.00        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   9.42599        2.72390                 NaN            NaN   9.00026        45.5802       0.550478        32.7192     
