|6.6.6
Archiving\03_Data\frac/QFM_m1.75/WD94/WD94_1.tab                          
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          16
T(K)           P(bar)         melt(TH)       mang           O(HP)          O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q             
  1077.69        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   13.1700        3.12212                 NaN            NaN   9.04980        42.8095       0.981781        30.8668     
  1075.19        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   13.1391        3.15436                 NaN            NaN   9.05215        42.8061       0.981109        30.8671     
  1072.68        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   13.1089        3.18592                 NaN            NaN   9.05450        42.8028       0.980437        30.8674     
  1070.18        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   13.0794        3.21683                 NaN            NaN   9.05684        42.7994       0.979764        30.8678     
  1067.67        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   13.0506        3.24706                 NaN            NaN   9.05917        42.7960       0.979090        30.8681     
  1065.16        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   13.0242        3.27500                 NaN            NaN   9.06159        42.7925       0.978368        30.8684     
  1062.66        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   12.9987        3.30201                 NaN            NaN   9.06404        42.7889       0.977622        30.8687     
  1060.15        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   13.2736        3.03086                 NaN            NaN   9.07097        42.7748       0.977018        30.8728     
  1057.64        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   13.2440        3.06181                 NaN            NaN   9.07331        42.7713       0.976370        30.8732     
  1055.14        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   13.2151        3.09209                 NaN            NaN   9.07567        42.7679       0.975715        30.8736     
  1052.63        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   13.1869        3.12172                 NaN            NaN   9.07803        42.7644       0.975051        30.8739     
  1050.13        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   13.1593        3.15075                 NaN            NaN   9.08041        42.7609       0.974379        30.8743     
  1047.62        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   13.1323        3.17918                 NaN            NaN   9.08280        42.7574       0.973698        30.8747     
  1045.11        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   13.2041        3.11098                 NaN            NaN   9.08770        42.7475       0.972787        30.8770     
  1042.61        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   13.1769        3.13954                 NaN            NaN   9.09004        42.7440       0.972140        30.8774     
  1040.10        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   13.1503        3.16749                 NaN            NaN   9.09240        42.7405       0.971484        30.8778     
  1037.59        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   13.1244        3.19482                 NaN            NaN   9.09476        42.7370       0.970818        30.8782     
  1035.09        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   13.3743        3.03398                 NaN            NaN   9.16967        42.5947       0.936372        30.8909     
  1032.58        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   13.3373        3.07448                 NaN            NaN   9.17504        42.5860       0.934953        30.8922     
  1030.08        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   13.3090        3.10638                 NaN            NaN   9.18065        42.5770       0.933540        30.8935     
  1027.57        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   13.2485        3.16806                 NaN            NaN   9.18423        42.5719       0.933058        30.8943     
  1025.06        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   13.1390        3.28665                 NaN            NaN   9.17249        42.5720       0.931645        30.8982     
  1022.56        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.08100        13.3540                 NaN            NaN   9.20366        42.5383       0.925202        30.8978     
  1020.05        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   13.1827        3.24967                 NaN            NaN   9.20689        42.5380       0.924903        30.8978     
  1017.54        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   13.1476        3.28629                 NaN            NaN   9.20757        42.5326       0.926073        30.8999     
  1015.04        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   13.1210        3.31679                 NaN            NaN   9.21309        42.5234       0.924527        30.9012     
  1012.53        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   12.8941        3.44015                 NaN            NaN   9.11913        42.7009       0.963655        30.8821     
  1010.03        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   12.8736        3.46227                 NaN            NaN   9.12164        42.6971       0.962883        30.8825     
  1007.52        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   12.8535        3.48399                 NaN            NaN   9.12416        42.6934       0.962102        30.8829     
  1005.01        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   12.8338        3.50537                 NaN            NaN   9.12670        42.6895       0.961306        30.8833     
  1002.51        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   12.8145        3.52635                 NaN            NaN   9.12925        42.6857       0.960503        30.8837     
  1000.00        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   12.7955        3.54704                 NaN            NaN   9.13183        42.6818       0.959684        30.8841     
