|6.6.6
Archiving\03_Data\fracLP/QFM_m0.25/ALH/ALH_3.tab                          
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          16
T(K)           P(bar)         melt(TH)       melt(TH)       mang           O(HP)          Sp(TH)         Sp(TH)         Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        q              ilm           
  1062.66        500.000                 NaN            NaN            NaN            NaN   2.40144                 NaN            NaN            NaN   4.44623                 NaN   7.03125        43.5694        42.5517                 NaN
  1060.15        500.000                 NaN            NaN            NaN            NaN   2.38325                 NaN            NaN            NaN   4.49382                 NaN   7.05739        43.5224        42.5432                 NaN
  1057.64        500.000                 NaN            NaN            NaN            NaN   2.40398                 NaN            NaN            NaN   4.43785                 NaN   7.03876        43.5557        42.5637                 NaN
  1055.14        500.000                 NaN            NaN            NaN            NaN   2.40550                 NaN            NaN            NaN   4.43478                 NaN   7.04099        43.5496        42.5691                 NaN
  1052.63        500.000                 NaN            NaN            NaN            NaN   2.39478                 NaN            NaN            NaN   4.46783                 NaN   7.05954        43.5117        42.5662                 NaN
  1050.13        500.000                 NaN            NaN            NaN  0.144464E-001   2.38275                 NaN            NaN            NaN   4.47016                 NaN   7.07228        43.4978        42.5626                 NaN
  1047.62        500.000                 NaN            NaN            NaN            NaN   2.40854                 NaN            NaN            NaN   4.42792                 NaN   7.05349        43.5246        42.5855                 NaN
  1045.11        500.000                 NaN            NaN            NaN  0.161090        2.28100                 NaN            NaN            NaN   4.41021                 NaN   7.06816        43.5302        42.5228       0.265340E-001
  1042.61        500.000                 NaN            NaN            NaN  0.391549        2.10056                 NaN            NaN            NaN   4.38801                 NaN   7.08760        43.5411        42.4299       0.613207E-001
  1040.10        500.000                 NaN            NaN            NaN  0.538407        2.01184                 NaN            NaN            NaN   4.28331                 NaN   7.11059        43.5597        42.4091       0.870759E-001
  1037.59        500.000                 NaN            NaN            NaN  0.584723        1.97622                 NaN            NaN            NaN   4.28047                 NaN   7.11346        43.5624        42.3902       0.925172E-001
  1035.09        500.000                 NaN            NaN            NaN   1.24216        1.44583                 NaN            NaN            NaN   4.31158                 NaN   7.15472        43.5893        42.0800       0.176351     
  1032.58        500.000                 NaN            NaN            NaN   1.37480        1.34420                 NaN            NaN            NaN   4.29783                 NaN   7.16729        43.5912        42.0296       0.195095     
  1030.08        500.000                 NaN            NaN            NaN   2.03471       0.845242                 NaN            NaN            NaN   4.25168                 NaN   7.21318        43.6397        41.7452       0.270345     
  1027.57        500.000                 NaN            NaN            NaN   2.65026       0.381183                 NaN            NaN            NaN   4.21434                 NaN   7.25685        43.6804        41.4792       0.337788     
  1025.06        500.000                 NaN            NaN            NaN   3.16023                 NaN            NaN            NaN            NaN   4.18016                 NaN   7.29226        43.7154        41.2603       0.391643     
  1022.56        500.000                 NaN            NaN            NaN   3.16412                 NaN            NaN            NaN            NaN   4.17510                 NaN   7.29529        43.7076        41.2660       0.391856     
  1020.05        500.000                 NaN            NaN            NaN   2.89519       0.203791                 NaN            NaN            NaN   4.18582                 NaN   7.28148        43.6756        41.3933       0.364831     
  1017.54        500.000                 NaN            NaN            NaN   3.16951                 NaN            NaN            NaN            NaN   4.16911                 NaN   7.29825        43.6976        41.2738       0.391753     
  1015.04        500.000                 NaN            NaN            NaN   3.17302                 NaN            NaN            NaN            NaN   4.16521                 NaN   7.30111        43.6896        41.2792       0.391845     
  1012.53        500.000                 NaN            NaN            NaN   3.17625                 NaN            NaN            NaN            NaN   4.16159                 NaN   7.30364        43.6824        41.2842       0.391903     
  1010.03        500.000                 NaN            NaN            NaN   3.17784                 NaN            NaN            NaN            NaN   4.16078                 NaN   7.30502        43.6772        41.2875       0.391720     
  1007.52        500.000                 NaN            NaN            NaN   3.18034                 NaN            NaN            NaN            NaN   4.15573                 NaN   7.30634        43.6749        41.2908       0.391903     
  1005.01        500.000                 NaN            NaN            NaN   3.18507                 NaN            NaN            NaN            NaN   4.14942                 NaN   7.30772        43.6697        41.2963       0.391790     
  1002.51        500.000                 NaN            NaN            NaN   3.18696                 NaN            NaN            NaN            NaN   4.14510                 NaN   7.30781        43.6692        41.2991       0.391826     
  1000.00        500.000                 NaN            NaN            NaN   3.18755                 NaN            NaN            NaN            NaN   4.14289                 NaN   7.30746        43.6693        41.3010       0.391839     
