|6.6.6
Archiving\03_Data\frac/QFM_m3.5/GRV/GRV_1.tab                             
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          16
T(K)           P(bar)         melt(TH)       melt(TH)       pxmn           Sp(TH)         O(HP)          Opx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             ilm            San(TH)        hed            q             
  1087.72        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   8.58075        6.86774                 NaN   8.69970       0.969884        43.0761                 NaN   31.8058     
  1085.21        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   8.67441        6.77666                 NaN   8.70146       0.969061        43.0720                 NaN   31.8065     
  1082.71        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   8.77192        6.68161                 NaN   8.70309       0.968294        43.0680                 NaN   31.8071     
  1080.20        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   8.87361        6.58227                 NaN   8.70458       0.967585        43.0643                 NaN   31.8076     
  1077.69        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   8.97961        6.47847                 NaN   8.70592       0.966943        43.0608                 NaN   31.8082     
  1075.19        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   9.08933        6.37079                 NaN   8.70711       0.966367        43.0576                 NaN   31.8088     
  1072.68        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   9.20234        6.25968                 NaN   8.70815       0.965860        43.0546                 NaN   31.8093     
  1070.18        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   9.31782        6.14594                 NaN   8.70903       0.965425        43.0519                 NaN   31.8099     
  1067.67        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   9.41193        6.05376                 NaN   8.71008       0.964899        43.0489                 NaN   31.8104     
  1065.16        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   9.24421        6.21505                 NaN   8.70715       0.967395        43.0569                 NaN   31.8093     
  1062.66        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   9.27332        6.18894                 NaN   8.70911       0.966410        43.0523                 NaN   31.8099     
  1060.15        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   9.30495        6.16027                 NaN   8.71104       0.965444        43.0478                 NaN   31.8105     
  1057.64        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   9.33859        6.12955                 NaN   8.71291       0.964498        43.0433                 NaN   31.8111     
  1055.14        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   9.37514        6.09587                 NaN   8.71471       0.963578        43.0389                 NaN   31.8118     
  1052.63        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   9.41517        6.05863                 NaN   8.71643       0.962696        43.0347                 NaN   31.8123     
  1050.13        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   9.45900        6.01753                 NaN   8.71807       0.961849        43.0306                 NaN   31.8130     
  1047.62        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   9.50752        5.97155                 NaN   8.72005       0.961035        43.0265                 NaN   31.8133     
  1045.11        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   15.5837       0.146194E-005            NaN   8.83751       0.909571        42.8498                 NaN   31.8194     
  1042.61        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   15.2069       0.416786                 NaN   8.86969       0.892735        42.7887                 NaN   31.8251     
  1040.10        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   14.2304        1.39552                 NaN   8.87201       0.892050        42.7840                 NaN   31.8260     
  1037.59        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   1.82934        13.8015                 NaN   8.87626       0.890376        42.7751                 NaN   31.8275     
  1035.09        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   2.58489        13.0478                 NaN   8.87827       0.889744        42.7713                 NaN   31.8280     
  1032.58        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   2.97909        12.6576                 NaN   8.88180       0.888365        42.7641                 NaN   31.8290     
  1030.08        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.29512        12.3457                 NaN   8.88545       0.886913        42.7567                 NaN   31.8301     
  1027.57        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   12.0920        3.55319                 NaN   8.88919       0.885411        42.7490                 NaN   31.8312     
  1025.06        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.76551        11.8840                 NaN   8.89302       0.883868        42.7413                 NaN   31.8323     
  1022.56        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.94264        11.7114                 NaN   8.89691       0.882300        42.7333                 NaN   31.8335     
  1020.05        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   4.08930        11.5692                 NaN   8.90076       0.880776        42.7254                 NaN   31.8346     
  1017.54        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   4.21827        11.4450                 NaN   8.90484       0.879074        42.7171                 NaN   31.8357     
  1015.04        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   4.32872        11.3393                 NaN   8.90888       0.877445        42.7087                 NaN   31.8369     
  1012.53        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   4.42863        11.2438                 NaN   8.91278       0.875839        42.7009                 NaN   31.8380     
  1010.03        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   4.51388        11.1633                 NaN   8.91685       0.874182        42.6926                 NaN   31.8392     
  1007.52        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   11.4935        4.19171                 NaN   8.92035       0.870957        42.6817                 NaN   31.8418     
  1005.01        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   4.53029        11.1560                 NaN   8.92512       0.870927        42.6761                 NaN   31.8416     
  1002.51        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   4.64370        11.0480                 NaN   8.92963       0.869133        42.6666                 NaN   31.8429     
  1000.00        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   11.2038        4.47364                 NaN   8.90069       0.883090        42.6967                 NaN   31.8421     
