|6.6.6
Archiving\03_Data\fracLP/QFM_m2.25/GRV/GRV_3.tab                          
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          17
T(K)           P(bar)         melt(TH)       melt(TH)       melt(TH)       pxmn           Sp(TH)         O(HP)          Opx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             ilm            San(TH)        q              hed           
  1122.81        500.000                 NaN            NaN            NaN            NaN            NaN   1.56061                 NaN   8.38976       0.128531E-002            NaN   8.08831       0.434409        42.5133        39.0123                 NaN
  1120.30        500.000                 NaN            NaN            NaN            NaN            NaN   2.43769                 NaN   6.57291       0.255193E-001            NaN   7.85363       0.528943        43.2617        39.3196                 NaN
  1117.79        500.000                 NaN            NaN            NaN            NaN            NaN   1.44056                 NaN   8.60070                 NaN            NaN   8.11572       0.427761        42.4445        38.9708                 NaN
  1115.29        500.000                 NaN            NaN            NaN            NaN            NaN   1.46382                 NaN   8.56466                 NaN            NaN   8.11739       0.427602        42.4434        38.9831                 NaN
  1112.78        500.000                 NaN            NaN            NaN            NaN            NaN   2.45148                 NaN   6.57615                 NaN            NaN   7.85457       0.529725        43.2551        39.3330                 NaN
  1110.28        500.000                 NaN            NaN            NaN            NaN            NaN   1.64379                 NaN   8.26962                 NaN            NaN   8.09444       0.434683        42.4951        39.0624                 NaN
  1107.77        500.000                 NaN            NaN            NaN            NaN            NaN   1.62222                 NaN   8.28910                 NaN            NaN   8.09084       0.437645        42.5087        39.0515                 NaN
  1105.26        500.000                 NaN            NaN            NaN            NaN            NaN   1.28365                 NaN   8.95220                 NaN            NaN   8.18160       0.397470        42.2669        38.9181                 NaN
  1102.76        500.000                 NaN            NaN            NaN            NaN            NaN   2.46009                 NaN   6.51589       0.523929E-001            NaN   7.85915       0.528505        43.2378        39.3462                 NaN
  1100.25        500.000                 NaN            NaN            NaN            NaN            NaN   2.46401                 NaN   6.52914       0.325055E-001            NaN   7.86024       0.528736        43.2349        39.3504                 NaN
  1097.74        500.000                 NaN            NaN            NaN            NaN            NaN   2.46699                 NaN   6.51963       0.377460E-001            NaN   7.86098       0.528582        43.2322        39.3538                 NaN
  1095.24        500.000                 NaN            NaN            NaN            NaN            NaN   1.63413                 NaN   8.28277                 NaN            NaN   8.09708       0.437477        42.4733        39.0753                 NaN
  1092.73        500.000                 NaN            NaN            NaN            NaN            NaN   2.47339                 NaN   6.50465       0.447681E-001            NaN   7.86301       0.528563        43.2237        39.3620                 NaN
  1090.23        500.000                 NaN            NaN            NaN            NaN            NaN   2.47444                 NaN   6.47881       0.714461E-001            NaN   7.86510       0.528078        43.2170        39.3651                 NaN
  1087.72        500.000                 NaN            NaN            NaN            NaN            NaN   2.48131                 NaN   6.51025       0.272235E-001            NaN   7.86491       0.528599        43.2175        39.3702                 NaN
  1085.21        500.000                 NaN            NaN            NaN            NaN            NaN   2.48370                 NaN   6.50488       0.305084E-001            NaN   7.86593       0.528281        43.2132        39.3735                 NaN
  1082.71        500.000                 NaN            NaN            NaN            NaN            NaN   2.48487                 NaN   6.50118       0.347483E-001            NaN   7.86596       0.527522        43.2109        39.3749                 NaN
  1080.20        500.000                 NaN            NaN            NaN            NaN            NaN   2.49159                 NaN   6.49944       0.245447E-001            NaN   7.86697       0.528576        43.2067        39.3821                 NaN
  1077.69        500.000                 NaN            NaN            NaN            NaN            NaN   2.49371                 NaN   6.49472       0.262214E-001            NaN   7.86922       0.528397        43.2036        39.3842                 NaN
  1075.19        500.000                 NaN            NaN            NaN            NaN            NaN   2.47951                 NaN   6.34617       0.207963                 NaN   7.87395       0.525619        43.1849        39.3819                 NaN
  1072.68        500.000                 NaN            NaN            NaN            NaN            NaN   2.49616                 NaN   6.45210       0.694546E-001            NaN   7.87105       0.527097        43.1939        39.3903                 NaN
  1070.18        500.000                 NaN            NaN            NaN            NaN            NaN   2.50269                 NaN   6.48610       0.234806E-001            NaN   7.87071       0.527524        43.1944        39.3951                 NaN
  1067.67        500.000                 NaN            NaN            NaN            NaN            NaN   2.50796                 NaN   6.50302       0.165012E-002            NaN   7.86938       0.527793        43.1898        39.4004                 NaN
  1065.16        500.000                 NaN            NaN            NaN            NaN            NaN   2.50755                 NaN   6.47077       0.324550E-001            NaN   7.87168       0.527584        43.1874        39.4026                 NaN
  1062.66        500.000                 NaN            NaN            NaN            NaN            NaN   1.87000                 NaN   7.91224                 NaN            NaN   8.08358       0.445021        42.4807        39.2085                 NaN
  1060.15        500.000                 NaN            NaN            NaN            NaN            NaN   2.51484                 NaN   6.46147       0.348069E-001            NaN   7.87577       0.527240        43.1748        39.4111                 NaN
  1057.64        500.000                 NaN            NaN            NaN            NaN            NaN   2.52064                 NaN   6.48559       0.499823E-003            NaN   7.87595       0.527494        43.1742        39.4157                 NaN
  1055.14        500.000                 NaN            NaN            NaN            NaN            NaN   2.52345                 NaN   6.48275                 NaN            NaN   7.87711       0.527389        43.1699        39.4194                 NaN
  1052.63        500.000                 NaN            NaN            NaN            NaN            NaN   2.52622                 NaN   6.47951       0.931582E-005            NaN   7.87832       0.527267        43.1656        39.4231                 NaN
  1050.13        500.000                 NaN            NaN            NaN            NaN            NaN   2.52902                 NaN   6.47619       0.945066E-005            NaN   7.87948       0.527158        43.1613        39.4268                 NaN
  1047.62        500.000                 NaN            NaN            NaN            NaN            NaN   2.53183                 NaN   6.47286       0.932374E-005            NaN   7.88070       0.527039        43.1570        39.4306                 NaN
  1045.11        500.000                 NaN            NaN            NaN            NaN            NaN   2.52925                 NaN   6.47149       0.312806E-002            NaN   7.88209       0.526658        43.1562        39.4312                 NaN
  1042.61        500.000                 NaN            NaN            NaN            NaN            NaN   2.53280                 NaN   6.46925       0.860840E-003            NaN   7.88258       0.526698        43.1526        39.4352                 NaN
  1040.10        500.000                 NaN            NaN            NaN            NaN            NaN   2.53583                 NaN   6.46570       0.873582E-003            NaN   7.88347       0.526632        43.1485        39.4390                 NaN
  1037.59        500.000                 NaN            NaN            NaN            NaN            NaN   2.53879                 NaN   6.46186       0.135560E-002            NaN   7.88448       0.526546        43.1441        39.4429                 NaN
  1035.09        500.000                 NaN            NaN            NaN            NaN            NaN   2.54186                 NaN   6.45991       0.818442E-005            NaN   7.88561       0.526449        43.1394        39.4468                 NaN
  1032.58        500.000                 NaN            NaN            NaN            NaN            NaN   2.02220                 NaN   7.66970                 NaN            NaN   8.07598       0.454304        42.4676        39.3102                 NaN
  1030.08        500.000                 NaN            NaN            NaN            NaN            NaN   2.55025                 NaN   6.44849       0.552786E-003            NaN   7.88838       0.526318        43.1302        39.4558                 NaN
  1027.57        500.000                 NaN            NaN            NaN            NaN            NaN   2.93513                 NaN  0.408131E-003            NaN            NaN   7.24770       0.611519        45.0083        39.1962        5.00076     
  1025.06        500.000                 NaN            NaN            NaN            NaN            NaN   2.55732                 NaN   6.44126                 NaN            NaN   7.88811       0.526538        43.1225        39.4642                 NaN
  1022.56        500.000                 NaN            NaN            NaN            NaN            NaN   2.55606                 NaN   6.44349       0.399072E-003            NaN   7.89159       0.525860        43.1167        39.4659                 NaN
  1020.05        500.000                 NaN            NaN            NaN            NaN            NaN   2.56023                 NaN   6.43784       0.431735E-003            NaN   7.89014       0.526108        43.1156        39.4697                 NaN
  1017.54        500.000                 NaN            NaN            NaN            NaN            NaN   2.33056                 NaN   3.38386        3.61684                 NaN   7.99106       0.488764        42.7718        39.4171                 NaN
  1015.04        500.000                 NaN            NaN            NaN            NaN            NaN   2.03252                 NaN   7.72515                 NaN            NaN   8.11886       0.439791        42.3401        39.3436                 NaN
  1012.53        500.000                 NaN            NaN            NaN            NaN            NaN   2.07060                 NaN   7.62551                 NaN            NaN   8.09668       0.453053        42.3904        39.3637                 NaN
  1010.03        500.000                 NaN            NaN            NaN            NaN            NaN   2.57062                 NaN   6.42520       0.417102E-003            NaN   7.89769       0.526186        43.0948        39.4851                 NaN
  1007.52        500.000                 NaN            NaN            NaN            NaN            NaN   2.14957                 NaN   7.49678                 NaN            NaN   8.09324       0.452490        42.4107        39.3972                 NaN
  1005.01        500.000                 NaN            NaN            NaN            NaN            NaN   2.37913                 NaN   3.65379        3.25954                 NaN   7.99046       0.492090        42.7768        39.4482                 NaN
  1002.51        500.000                 NaN            NaN            NaN            NaN            NaN   2.57727                 NaN   6.41749       0.387815E-003            NaN   7.90064       0.525912        43.0831        39.4952                 NaN
  1000.00        500.000                 NaN            NaN            NaN            NaN            NaN   2.45227                 NaN   4.58432        2.15339                 NaN   7.96144       0.503729        42.8735        39.4713                 NaN
