|6.6.6
Archiving\03_Data\fracLP/QFM_m4.5/GRV/GRV_1.tab                           
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          16
T(K)           P(bar)         melt(TH)       melt(TH)       pxmn           Sp(TH)         O(HP)          Opx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             iron           ilm            San(TH)        q             
  1070.18        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   9.13701        3.27721                 NaN   7.53675                 NaN  0.458259        40.1744        39.4164     
  1067.67        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   6.79249        5.64139                 NaN   7.55082                 NaN  0.450508        40.1455        39.4193     
  1065.16        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   9.79027        2.63962                 NaN   7.54924                 NaN  0.451903        40.1501        39.4189     
  1062.66        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   10.9902        1.45267                 NaN   7.56238                 NaN  0.446426        40.1278        39.4205     
  1060.15        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   10.9778        1.47826                 NaN   7.57150                 NaN  0.441304        40.1084        39.4227     
  1057.64        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   11.4709       0.988435                 NaN   7.57188                 NaN  0.440020        40.1053        39.4234     
  1055.14        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   12.3849       0.868139E-001            NaN   7.58073                 NaN  0.435226        40.0870        39.4253     
  1052.63        500.000                 NaN            NaN            NaN            NaN  0.279677E-001            NaN   12.4349       0.301683E-003            NaN   7.58145                 NaN  0.435231        40.0866        39.4335     
  1050.13        500.000                 NaN            NaN            NaN            NaN   3.63019                 NaN   6.66339       0.297094E-005            NaN   6.92240                 NaN  0.828011        41.6438        40.3122     
  1047.62        500.000                 NaN            NaN            NaN            NaN   1.19350                 NaN   10.6818       0.492326E-003            NaN   7.41340                 NaN  0.534577        40.4376        39.7386     
  1045.11        500.000                 NaN            NaN            NaN            NaN   1.26457                 NaN   10.5787       0.139904E-003            NaN   7.40574                 NaN  0.539355        40.4535        39.7579     
  1042.61        500.000                 NaN            NaN            NaN            NaN   1.53431                 NaN   10.1703                 NaN            NaN   7.36474                 NaN  0.563688        40.5385        39.8285     
  1040.10        500.000                 NaN            NaN            NaN            NaN   1.62711                 NaN   10.0328                 NaN            NaN   7.35282                 NaN  0.570938        40.5630        39.8533     
  1037.59        500.000                 NaN            NaN            NaN            NaN   1.77929                 NaN   9.80229                 NaN            NaN   7.32995                 NaN  0.584639        40.6106        39.8932     
  1035.09        500.000                 NaN            NaN            NaN            NaN   1.85440                 NaN   9.69121                 NaN            NaN   7.32047                 NaN  0.590456        40.6300        39.9134     
  1032.58        500.000                 NaN            NaN            NaN            NaN   1.92339                 NaN   9.58940                 NaN            NaN   7.31188                 NaN  0.595744        40.6475        39.9320     
  1030.08        500.000                 NaN            NaN            NaN            NaN   2.56906                 NaN   8.55428                 NaN            NaN   7.18449                 NaN  0.671468        40.9294        40.0913     
  1027.57        500.000                 NaN            NaN            NaN            NaN   2.59119                 NaN   8.52426                 NaN            NaN   7.18344                 NaN  0.672309        40.9309        40.0979     
  1025.06        500.000                 NaN            NaN            NaN            NaN   2.61131                 NaN   8.49734                 NaN            NaN   7.18272                 NaN  0.672954        40.9318        40.1039     
  1022.56        500.000                 NaN            NaN            NaN            NaN   2.63104                 NaN   8.47103                 NaN            NaN   7.18207                 NaN  0.673562        40.9325        40.1098     
  1020.05        500.000                 NaN            NaN            NaN            NaN   2.19212                 NaN   9.19647                 NaN            NaN   7.28076                 NaN  0.615216        40.7100        40.0055     
  1017.54        500.000                 NaN            NaN            NaN            NaN   2.67023                 NaN   8.41947                 NaN            NaN   7.18078                 NaN  0.674686        40.9331        40.1217     
  1015.04        500.000                 NaN            NaN            NaN            NaN   2.27671                 NaN   9.07428                 NaN            NaN   7.27189                 NaN  0.620898        40.7273        40.0289     
  1012.53        500.000                 NaN            NaN            NaN            NaN   2.31531                 NaN   9.01888                 NaN            NaN   7.26805                 NaN  0.623387        40.7347        40.0397     
  1010.03        500.000                 NaN            NaN            NaN            NaN   2.35258                 NaN   8.96546                 NaN            NaN   7.26440                 NaN  0.625768        40.7416        40.0502     
  1007.52        500.000                 NaN            NaN            NaN            NaN   2.38775                 NaN   8.91531                 NaN            NaN   7.26109                 NaN  0.627943        40.7478        40.0601     
  1005.01        500.000                 NaN            NaN            NaN            NaN   2.42138                 NaN   8.86752                 NaN            NaN   7.25803                 NaN  0.629975        40.7535        40.0696     
  1002.51        500.000                 NaN            NaN            NaN            NaN   2.45530                 NaN   8.81917                 NaN            NaN   7.25485                 NaN  0.632084        40.7594        40.0792     
  1000.00        500.000                 NaN            NaN            NaN            NaN   2.48430                 NaN   8.77865                 NaN            NaN   7.25263                 NaN  0.633622        40.7633        40.0875     
