|6.6.6
Archiving\03_Data\fracLP/QFM_m4.5/GRV/GRV_3.tab                           
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          16
T(K)           P(bar)         melt(TH)       melt(TH)       pxmn           Sp(TH)         O(HP)          Opx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             iron           ilm            San(TH)        q             
  1070.18        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   6.72844        2.44122                 NaN   7.30054                 NaN  0.258302        42.2471        41.0244     
  1067.67        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   5.00111        4.18567                 NaN   7.31415                 NaN  0.253925        42.2157        41.0294     
  1065.16        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   7.21562        1.96766                 NaN   7.31252                 NaN  0.254699        42.2191        41.0304     
  1062.66        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   8.11229        1.08245                 NaN   7.32521                 NaN  0.251603        42.1945        41.0339     
  1060.15        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   8.10716        1.09923                 NaN   7.33399                 NaN  0.248707        42.1730        41.0380     
  1057.64        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   8.47168       0.737227                 NaN   7.33429                 NaN  0.247973        42.1685        41.0403     
  1055.14        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   9.15574       0.638494E-001            NaN   7.34283                 NaN  0.245262        42.1482        41.0442     
  1052.63        500.000                 NaN            NaN            NaN            NaN  0.171974E-001            NaN   9.19425       0.222080E-003            NaN   7.34336                 NaN  0.245251        42.1459        41.0538     
  1050.13        500.000                 NaN            NaN            NaN            NaN   2.22821                 NaN   5.02503       0.222364E-005            NaN   6.69197                 NaN  0.465660        43.7000        41.8891     
  1047.62        500.000                 NaN            NaN            NaN            NaN  0.733378                 NaN   7.94493       0.362465E-003            NaN   7.17667                 NaN  0.301049        42.4907        41.3529     
  1045.11        500.000                 NaN            NaN            NaN            NaN  0.777064                 NaN   7.87196       0.103124E-003            NaN   7.16896                 NaN  0.303718        42.5048        41.3734     
  1042.61        500.000                 NaN            NaN            NaN            NaN  0.942650                 NaN   7.58072                 NaN            NaN   7.12832                 NaN  0.317367        42.5877        41.4433     
  1040.10        500.000                 NaN            NaN            NaN            NaN  0.999586                 NaN   7.48313                 NaN            NaN   7.11642                 NaN  0.321423        42.6104        41.4690     
  1037.59        500.000                 NaN            NaN            NaN            NaN   1.09293                 NaN   7.31885                 NaN            NaN   7.09370                 NaN  0.329098        42.6562        41.5092     
  1035.09        500.000                 NaN            NaN            NaN            NaN   1.13897                 NaN   7.24013                 NaN            NaN   7.08421                 NaN  0.332348        42.6739        41.5304     
  1032.58        500.000                 NaN            NaN            NaN            NaN   1.18125                 NaN   7.16801                 NaN            NaN   7.07561                 NaN  0.335299        42.6897        41.5502     
  1030.08        500.000                 NaN            NaN            NaN            NaN   1.57702                 NaN   6.42072                 NaN            NaN   6.94997                 NaN  0.377778        42.9708        41.7037     
  1027.57        500.000                 NaN            NaN            NaN            NaN   1.59051                 NaN   6.39995                 NaN            NaN   6.94882                 NaN  0.378232        42.9707        41.7118     
  1025.06        500.000                 NaN            NaN            NaN            NaN   1.60277                 NaN   6.38136                 NaN            NaN   6.94800                 NaN  0.378576        42.9700        41.7193     
  1022.56        500.000                 NaN            NaN            NaN            NaN   1.61479                 NaN   6.36324                 NaN            NaN   6.94724                 NaN  0.378899        42.9690        41.7268     
  1020.05        500.000                 NaN            NaN            NaN            NaN   1.34579                 NaN   6.89043                 NaN            NaN   7.04429                 NaN  0.346144        42.7437        41.6296     
  1017.54        500.000                 NaN            NaN            NaN            NaN   1.63865                 NaN   6.32796                 NaN            NaN   6.94575                 NaN  0.379494        42.9664        41.7418     
  1015.04        500.000                 NaN            NaN            NaN            NaN   1.39753                 NaN   6.80444                 NaN            NaN   7.03530                 NaN  0.349299        42.7577        41.6557     
  1012.53        500.000                 NaN            NaN            NaN            NaN   1.42113                 NaN   6.76553                 NaN            NaN   7.03140                 NaN  0.350678        42.7634        41.6678     
  1010.03        500.000                 NaN            NaN            NaN            NaN   1.44391                 NaN   6.72803                 NaN            NaN   7.02767                 NaN  0.351998        42.7688        41.6796     
  1007.52        500.000                 NaN            NaN            NaN            NaN   1.46540                 NaN   6.69288                 NaN            NaN   7.02430                 NaN  0.353201        42.7733        41.6909     
  1005.01        500.000                 NaN            NaN            NaN            NaN   1.48594                 NaN   6.65942                 NaN            NaN   7.02116                 NaN  0.354324        42.7773        41.7018     
  1002.51        500.000                 NaN            NaN            NaN            NaN   1.50668                 NaN   6.62553                 NaN            NaN   7.01791                 NaN  0.355490        42.7816        41.7128     
  1000.00        500.000                 NaN            NaN            NaN            NaN   1.52436                 NaN   6.59731                 NaN            NaN   7.01560                 NaN  0.356335        42.7838        41.7226     
