|6.6.6
Archiving\03_Data\Dfrac/QFM_m4.5/YM20/YM20_1.tab                        
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          16
T(K)           P(bar)         melt(TH)       melt(TH)       melt(TH)       Ni             O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q             
  1080.20        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   11.3224        4.46905                 NaN   8.81047        42.8106       0.952247        31.6353     
  1077.69        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.320596E-001   11.9239        3.92831        8.75063        42.7616       0.945973        31.6575     
  1075.19        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   11.6292        4.24958                 NaN   8.74961        42.7696       0.947758        31.6542     
  1072.68        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.307183E-001   11.6890        4.16543        8.74321        42.7635       0.951105        31.6570     
  1070.18        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.389036E-001   11.7607        4.10656        8.75874        42.7317       0.942465        31.6609     
  1067.67        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.133007E-001   11.4619        4.34550        8.84874        42.7561       0.935317        31.6391     
  1065.16        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.410230E-001   10.9284        4.84203        8.82993        42.7768       0.945667        31.6361     
  1062.66        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.389535        11.5642        3.86606        8.89627        42.7045       0.940201        31.6392     
  1060.15        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.399285        11.5864        3.85860        8.91700        42.6717       0.926355        31.6406     
  1057.64        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   11.2248        4.61371                 NaN   8.85872        42.7239       0.934807        31.6441     
  1055.14        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   11.2505        4.59303                 NaN   8.86546        42.7135       0.932451        31.6450     
  1052.63        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   11.2397        4.60894                 NaN   8.87115        42.7038       0.930402        31.6459     
  1050.13        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   11.2327        4.62457                 NaN   8.87631        42.6914       0.927438        31.6476     
  1047.62        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   11.2193        4.64425                 NaN   8.88190        42.6808       0.925066        31.6487     
  1045.11        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   11.2312        4.63877       0.346756E-004   8.88792        42.6697       0.922520        31.6499     
  1042.61        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   11.2214        4.65486       0.333237E-004   8.89357        42.6589       0.920109        31.6511     
  1040.10        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   11.2253        4.65720       0.317783E-003   8.89951        42.6478       0.917576        31.6523     
  1037.59        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   11.2217        4.66735       0.166587E-003   8.90524        42.6369       0.915109        31.6535     
  1035.09        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   11.2170        4.67830       0.158647E-003   8.91090        42.6262       0.912673        31.6547     
  1032.58        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   11.2097        4.69222                 NaN   8.91659        42.6153       0.910219        31.6559     
  1030.08        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   11.2069        4.70161                 NaN   8.92234        42.6042       0.907704        31.6572     
  1027.57        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   11.2014        4.71378                 NaN   8.92807        42.5931       0.905190        31.6585     
  1025.06        2500.00                 NaN            NaN            NaN            NaN   5.27680                 NaN            NaN   7.61969       0.286384E-005            NaN   8.09654        44.6417        1.40907        32.9562     
  1022.56        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   11.1869        4.74136                 NaN   8.93944        42.5711       0.900234        31.6610     
  1020.05        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   11.1815        4.75365                 NaN   8.94508        42.5598       0.897662        31.6623     
  1017.54        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   11.1742        4.76745                 NaN   8.95084        42.5488       0.895202        31.6635     
  1015.04        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   11.1674        4.78098                 NaN   8.95653        42.5376       0.892684        31.6648     
  1012.53        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   11.1545        4.80063                 NaN   8.96211        42.5265       0.890202        31.6661     
  1010.03        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   11.1501        4.81181       0.878183E-005   8.96784        42.5152       0.887648        31.6674     
  1007.52        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   11.1425        4.82619                 NaN   8.97352        42.5039       0.885112        31.6688     
  1005.01        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   11.1350        4.84054                 NaN   8.97920        42.4926       0.882567        31.6701     
  1002.51        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   11.1268        4.85563                 NaN   8.98486        42.4812       0.880025        31.6715     
  1000.00        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   11.1189        4.87054                 NaN   8.99056        42.4697       0.877433        31.6728     
