|6.6.6
Archiving\03_Data\frac/QFM_m3.5/ALH/ALH_3.tab                             
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          16
T(K)           P(bar)         melt(TH)       mang           O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             ilm            San(TH)        q              hed           
  1080.20        2500.00                 NaN            NaN            NaN            NaN            NaN  0.344250        8.19032        3.22709                 NaN   8.54658       0.562526        45.6839        33.4453                 NaN
  1077.69        2500.00                 NaN            NaN            NaN            NaN            NaN   8.19399        3.51269                 NaN            NaN   8.41963       0.569077        45.8533        33.4513                 NaN
  1075.19        2500.00                 NaN            NaN            NaN            NaN            NaN   6.94985        4.73085       0.656162E-005            NaN   8.38247       0.584595        45.9181        33.4342                 NaN
  1072.68        2500.00                 NaN            NaN            NaN            NaN            NaN  0.867372E-001   11.6939                 NaN            NaN   8.54813       0.547723        45.6755        33.4480                 NaN
  1070.18        2500.00                 NaN            NaN            NaN            NaN            NaN   6.62883        5.06654       0.647686E-005            NaN   8.35649       0.584797        45.9317        33.4316                 NaN
  1067.67        2500.00                 NaN            NaN            NaN            NaN            NaN  0.184700        11.5863                 NaN            NaN   8.54557       0.549739        45.6859        33.4478                 NaN
  1065.16        2500.00                 NaN            NaN            NaN            NaN            NaN   5.24657        6.51490                 NaN            NaN   8.46057       0.563417        45.7579        33.4566                 NaN
  1062.66        2500.00                 NaN            NaN            NaN            NaN            NaN  0.106216        8.73502        2.79536       0.833955E-005   8.40266       0.577329        45.9435        33.4399                 NaN
  1060.15        2500.00                 NaN            NaN            NaN            NaN            NaN  0.193951E-002  0.652415        11.1302                 NaN   8.55826       0.546064        45.6563        33.4548                 NaN
  1057.64        2500.00                 NaN            NaN            NaN            NaN            NaN   5.17244        6.53589                 NaN            NaN   8.49069       0.566512        45.7886        33.4459                 NaN
  1055.14        2500.00                 NaN            NaN            NaN            NaN            NaN   6.76456        4.88615       0.271451E-003            NaN   8.45538       0.577322        45.8795        33.4368                 NaN
  1052.63        2500.00                 NaN            NaN            NaN            NaN            NaN   3.88220        7.55362                 NaN            NaN   8.31777       0.611409        46.2488        33.3862                 NaN
  1050.13        2500.00                 NaN            NaN            NaN            NaN            NaN   3.85103        7.59835                 NaN            NaN   8.33199       0.607597        46.2204        33.3907                 NaN
  1047.62        2500.00                 NaN            NaN            NaN            NaN            NaN   3.90960        7.53109                 NaN            NaN   8.32356       0.609825        46.2354        33.3905                 NaN
  1045.11        2500.00                 NaN            NaN            NaN            NaN            NaN   3.91800        7.52493                 NaN            NaN   8.32755       0.608949        46.2283        33.3923                 NaN
  1042.61        2500.00                 NaN            NaN            NaN            NaN            NaN   6.74237        4.90187       0.190461E-003            NaN   8.43210       0.583935        45.8987        33.4408                 NaN
  1040.10        2500.00                 NaN            NaN   2.65988                 NaN            NaN   6.68532       0.466733E-003            NaN            NaN   7.69681       0.823574        47.6653        34.4686                 NaN
  1037.59        2500.00                 NaN            NaN   2.65977                 NaN            NaN   6.68498       0.466698E-003            NaN            NaN   7.69678       0.823545        47.6643        34.4702                 NaN
  1035.09        2500.00                 NaN            NaN   2.65965                 NaN            NaN   6.68464       0.466705E-003            NaN            NaN   7.69676       0.823516        47.6632        34.4717                 NaN
  1032.58        2500.00                 NaN            NaN   2.65954                 NaN            NaN   6.68430       0.466686E-003            NaN            NaN   7.69673       0.823487        47.6622        34.4733                 NaN
  1030.08        2500.00                 NaN            NaN   2.65942                 NaN            NaN   6.68396       0.466622E-003            NaN            NaN   7.69670       0.823459        47.6612        34.4748                 NaN
  1027.57        2500.00                 NaN            NaN   2.65930                 NaN            NaN   6.68362       0.466612E-003            NaN            NaN   7.69667       0.823430        47.6601        34.4764                 NaN
  1025.06        2500.00                 NaN            NaN   2.65919                 NaN            NaN   6.68328       0.466595E-003            NaN            NaN   7.69665       0.823401        47.6591        34.4779                 NaN
  1022.56        2500.00                 NaN            NaN   2.65907                 NaN            NaN   6.68294       0.466519E-003            NaN            NaN   7.69662       0.823372        47.6581        34.4795                 NaN
  1020.05        2500.00                 NaN            NaN   2.65896                 NaN            NaN   6.68260       0.466525E-003            NaN            NaN   7.69659       0.823344        47.6570        34.4810                 NaN
  1017.54        2500.00                 NaN            NaN   2.65884                 NaN            NaN   6.68226       0.466521E-003            NaN            NaN   7.69657       0.823315        47.6560        34.4826                 NaN
  1015.04        2500.00                 NaN            NaN   2.65873                 NaN            NaN   6.68193       0.466516E-003            NaN            NaN   7.69654       0.823286        47.6549        34.4841                 NaN
  1012.53        2500.00                 NaN            NaN   2.65861                 NaN            NaN   6.68159       0.466488E-003            NaN            NaN   7.69651       0.823258        47.6539        34.4857                 NaN
  1010.03        2500.00                 NaN            NaN            NaN            NaN            NaN   7.03600        4.68565       0.253683E-005  0.103559E-003   8.53650       0.560366        45.6979        33.4835                 NaN
  1007.52        2500.00                 NaN            NaN            NaN            NaN            NaN   7.56721        4.22794                 NaN            NaN   8.62019       0.543776        45.5447        33.4962                 NaN
  1005.01        2500.00                 NaN            NaN            NaN            NaN            NaN   7.54461        4.22967                 NaN            NaN   8.60501       0.548767        45.5770        33.4949                 NaN
  1002.51        2500.00                 NaN            NaN            NaN            NaN            NaN   7.50091        4.26984                 NaN            NaN   8.60203       0.549332        45.5818        33.4960                 NaN
  1000.00        2500.00                 NaN            NaN            NaN            NaN            NaN   7.29384        4.47627                 NaN            NaN   8.60839       0.547990        45.5749        33.4986                 NaN
