|6.6.6
Archiving\03_Data\frac/QFM_m3.5/ALH/ALH_1.tab                             
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          16
T(K)           P(bar)         melt(TH)       mang           O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             ilm            San(TH)        q              hed           
  1080.20        2500.00                 NaN            NaN            NaN            NaN            NaN  0.458286        11.0257        4.23957                 NaN   8.69776       0.982666        42.8816        31.7144                 NaN
  1077.69        2500.00                 NaN            NaN            NaN            NaN            NaN   11.0886        4.60096                 NaN            NaN   8.56749       0.994017        43.0344        31.7145                 NaN
  1075.19        2500.00                 NaN            NaN            NaN            NaN            NaN   9.42248        6.21663       0.876978E-005            NaN   8.53125        1.02134        43.1057        31.7026                 NaN
  1072.68        2500.00                 NaN            NaN            NaN            NaN            NaN  0.114477        15.6418                 NaN            NaN   8.69927       0.956891        42.8755        31.7120                 NaN
  1070.18        2500.00                 NaN            NaN            NaN            NaN            NaN   8.98479        6.67455       0.861011E-005            NaN   8.50450        1.02172        43.1185        31.6959                 NaN
  1067.67        2500.00                 NaN            NaN            NaN            NaN            NaN  0.250991        15.4947                 NaN            NaN   8.69683       0.960492        42.8877        31.7093                 NaN
  1065.16        2500.00                 NaN            NaN            NaN            NaN            NaN   7.10814        8.62563                 NaN            NaN   8.61022       0.984409        42.9559        31.7157                 NaN
  1062.66        2500.00                 NaN            NaN            NaN            NaN            NaN  0.139838        11.8262        3.63435       0.109847E-004   8.55241        1.00888        43.1358        31.7025                 NaN
  1060.15        2500.00                 NaN            NaN            NaN            NaN            NaN  0.261606E-002  0.886571        14.8729                 NaN   8.70979       0.954166        42.8626        31.7114                 NaN
  1057.64        2500.00                 NaN            NaN            NaN            NaN            NaN   7.02931        8.64531                 NaN            NaN   8.64158       0.989991        42.9903        31.7035                 NaN
  1055.14        2500.00                 NaN            NaN            NaN            NaN            NaN   9.19385        6.41675       0.358415E-003            NaN   8.60614        1.00897        43.0788        31.6951                 NaN
  1052.63        2500.00                 NaN            NaN            NaN            NaN            NaN   5.11288        10.2682                 NaN            NaN   8.46739        1.06874        43.4323        31.6505                 NaN
  1050.13        2500.00                 NaN            NaN            NaN            NaN            NaN   5.07205        10.3247                 NaN            NaN   8.48183        1.06211        43.4062        31.6531                 NaN
  1047.62        2500.00                 NaN            NaN            NaN            NaN            NaN   5.14949        10.2379                 NaN            NaN   8.47334        1.06605        43.4216        31.6517                 NaN
  1045.11        2500.00                 NaN            NaN            NaN            NaN            NaN   5.16082        10.2292                 NaN            NaN   8.47744        1.06456        43.4159        31.6520                 NaN
  1042.61        2500.00                 NaN            NaN            NaN            NaN            NaN   9.17030        6.42938       0.255017E-003            NaN   8.58289        1.02074        43.1036        31.6928                 NaN
  1040.10        2500.00                 NaN            NaN   4.27294                 NaN            NaN   8.82611       0.640641E-003            NaN            NaN   7.85253        1.44301        44.8641        32.7407                 NaN
  1037.59        2500.00                 NaN            NaN   4.27294                 NaN            NaN   8.82611       0.640625E-003            NaN            NaN   7.85253        1.44301        44.8641        32.7407                 NaN
  1035.09        2500.00                 NaN            NaN   4.27294                 NaN            NaN   8.82611       0.640667E-003            NaN            NaN   7.85253        1.44301        44.8641        32.7407                 NaN
  1032.58        2500.00                 NaN            NaN   4.27294                 NaN            NaN   8.82611       0.640674E-003            NaN            NaN   7.85253        1.44301        44.8641        32.7407                 NaN
  1030.08        2500.00                 NaN            NaN   4.27294                 NaN            NaN   8.82611       0.640619E-003            NaN            NaN   7.85253        1.44301        44.8641        32.7407                 NaN
  1027.57        2500.00                 NaN            NaN   4.27294                 NaN            NaN   8.82611       0.640637E-003            NaN            NaN   7.85253        1.44301        44.8641        32.7407                 NaN
  1025.06        2500.00                 NaN            NaN   4.27294                 NaN            NaN   8.82611       0.640647E-003            NaN            NaN   7.85253        1.44301        44.8641        32.7407                 NaN
  1022.56        2500.00                 NaN            NaN   4.27294                 NaN            NaN   8.82611       0.640575E-003            NaN            NaN   7.85253        1.44301        44.8641        32.7407                 NaN
  1020.05        2500.00                 NaN            NaN   4.27294                 NaN            NaN   8.82611       0.640616E-003            NaN            NaN   7.85253        1.44301        44.8641        32.7407                 NaN
  1017.54        2500.00                 NaN            NaN   4.27294                 NaN            NaN   8.82611       0.640643E-003            NaN            NaN   7.85253        1.44301        44.8641        32.7407                 NaN
  1015.04        2500.00                 NaN            NaN   4.27294                 NaN            NaN   8.82611       0.640669E-003            NaN            NaN   7.85253        1.44301        44.8641        32.7407                 NaN
  1012.53        2500.00                 NaN            NaN   4.27294                 NaN            NaN   8.82611       0.640664E-003            NaN            NaN   7.85253        1.44301        44.8641        32.7407                 NaN
  1010.03        2500.00                 NaN            NaN            NaN            NaN            NaN   9.56776        6.12111       0.341587E-005  0.136034E-003   8.68946       0.979977        42.9271        31.7144                 NaN
  1007.52        2500.00                 NaN            NaN            NaN            NaN            NaN   10.2428        5.52219                 NaN            NaN   8.77465       0.950994        42.7845        31.7249                 NaN
  1005.01        2500.00                 NaN            NaN            NaN            NaN            NaN   10.2185        5.52493                 NaN            NaN   8.75920       0.959753        42.8155        31.7221                 NaN
  1002.51        2500.00                 NaN            NaN            NaN            NaN            NaN   10.1648        5.57639                 NaN            NaN   8.75611       0.960765        42.8205        31.7215                 NaN
  1000.00        2500.00                 NaN            NaN            NaN            NaN            NaN   9.89563        5.84701                 NaN            NaN   8.76252       0.958440        42.8143        31.7221                 NaN
