|6.6.6
Archiving\03_Data\frac/QFM_m4.75/GRV/GRV_1.tab                            
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          16
T(K)           P(bar)         melt(TH)       pxmn           iron           Sp(TH)         O(HP)          Opx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q             
  1087.72        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN  0.414809E-003   12.1353        4.74902       0.237796E-005   9.06459        42.1922       0.814599        31.0438     
  1085.21        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN  0.412257E-003   12.1568        4.73379       0.230446E-005   9.07016        42.1818       0.812032        31.0449     
  1082.71        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN  0.177286E-002   12.1931        4.70214                 NaN   9.07631        42.1711       0.809664        31.0460     
  1080.20        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN  0.398917E-003   12.1901        4.71286                 NaN   9.08257        42.1598       0.807229        31.0471     
  1077.69        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN  0.414047E-003   12.2146        4.69432       0.208728E-005   9.08998        42.1481       0.804446        31.0481     
  1075.19        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN  0.549197E-003   12.2300        4.68569                 NaN   9.09574        42.1367       0.801812        31.0494     
  1072.68        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   12.2591        4.66415       0.138320E-005            NaN   9.10362        42.1231       0.799212        31.0509     
  1070.18        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   12.2341        4.69563       0.189269E-005            NaN   9.10885        42.1130       0.796528        31.0519     
  1067.67        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   12.1040        4.83936                 NaN            NaN   9.11633        42.0937       0.792011        31.0545     
  1065.16        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   12.2636        4.67978                 NaN            NaN   9.12213        42.0893       0.790916        31.0543     
  1062.66        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   12.2948        4.65026                 NaN            NaN   9.13283        42.0785       0.789394        31.0543     
  1060.15        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   12.2867        4.66937                 NaN            NaN   9.13417        42.0673       0.785831        31.0566     
  1057.64        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   12.2906        4.67194       0.386183E-005            NaN   9.14065        42.0557       0.783399        31.0577     
  1055.14        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   12.2675        4.70178                 NaN            NaN   9.14711        42.0437       0.780858        31.0590     
  1052.63        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   12.2834        4.69247                 NaN            NaN   9.15275        42.0331       0.778009        31.0602     
  1050.13        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   12.2561        4.72690                 NaN            NaN   9.15850        42.0216       0.775306        31.0615     
  1047.62        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN  0.293944E-003   12.2717        4.71790                 NaN   9.16540        42.0094       0.772528        31.0628     
  1045.11        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN  0.281499E-003   12.2714        4.72500                 NaN   9.17158        41.9979       0.769820        31.0640     
  1042.61        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN  0.355826E-003   12.2678        4.73550                 NaN   9.17806        41.9860       0.767030        31.0653     
  1040.10        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN  0.270648E-003   12.2649        4.74535                 NaN   9.18307        41.9754       0.764422        31.0665     
  1037.59        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.25985        13.6079       0.296732E-004            NaN   9.14062        42.1654       0.790107        31.0361     
  1035.09        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   12.1261        4.91189                 NaN            NaN   9.19047        41.9404       0.759988        31.0712     
  1032.58        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN  0.325216E-003   12.2319        4.79897                 NaN   9.20226        41.9396       0.756525        31.0704     
  1030.08        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN  0.218072E-003   12.2412        4.79696                 NaN   9.20857        41.9276       0.753739        31.0718     
  1027.57        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN  0.247093E-003   12.2349        4.81038                 NaN   9.21470        41.9157       0.751007        31.0731     
  1025.06        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN  0.198617E-003   12.2179        4.83428                 NaN   9.22067        41.9041       0.748425        31.0744     
  1022.56        2500.00                 NaN            NaN            NaN            NaN   5.71253                 NaN   8.07333       0.132213E-003            NaN            NaN   8.31130        44.1353        1.29256        32.4749     
  1020.05        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN  0.183856E-003   12.2138        4.85285                 NaN   9.23344        41.8798       0.742837        31.0771     
  1017.54        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN  0.225331E-003   12.2027        4.87106                 NaN   9.23942        41.8679       0.740132        31.0785     
  1015.04        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   12.1926       0.310488E-002   4.88493                 NaN   9.24523        41.8569       0.737428        31.0798     
  1012.53        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   12.0984        4.99756                 NaN            NaN   9.25346        41.8350       0.732724        31.0829     
  1010.03        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN  0.205003E-003   12.1675        4.92837                 NaN   9.25743        41.8318       0.731966        31.0827     
  1007.52        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   12.1653        4.93775                 NaN            NaN   9.26390        41.8198       0.729163        31.0841     
  1005.01        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   12.1597        4.95026                 NaN            NaN   9.27066        41.8075       0.726477        31.0854     
  1002.51        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   12.1450        4.97275                 NaN            NaN   9.27604        41.7957       0.723675        31.0869     
  1000.00        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   12.1294        4.99581                 NaN            NaN   9.28217        41.7833       0.720947        31.0884     
