|6.6.6
Archiving\03_Data\frac/QFM_m0.5/ALH/ALH_3.tab                             
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          15
T(K)           P(bar)         melt(TH)       mang           O(HP)          O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        q              ilm           
  1030.08        2500.00                 NaN            NaN   3.81155                 NaN            NaN            NaN   1.69575        4.94587                 NaN   8.87056        46.8107        33.0319       0.833649     
  1027.57        2500.00                 NaN            NaN   4.09401                 NaN            NaN            NaN   1.03088        5.12577                 NaN   8.83671        46.9004        33.1594       0.852879     
  1025.06        2500.00                 NaN            NaN   4.38970                 NaN            NaN            NaN  0.333908        5.31536                 NaN   8.80045        46.9948        33.2928       0.873061     
  1022.56        2500.00                 NaN            NaN   3.44713                 NaN            NaN            NaN   2.65691        4.62976                 NaN   8.93548        46.6417        32.8839       0.805060     
  1020.05        2500.00                 NaN            NaN   4.59431                 NaN            NaN            NaN  0.754037        4.50927                 NaN   8.76225        47.1172        33.3736       0.889325     
  1017.54        2500.00                 NaN            NaN   4.63429                 NaN            NaN            NaN   1.25743        3.91378                 NaN   8.74817        47.1689        33.3838       0.893597     
  1015.04        2500.00                 NaN            NaN   4.66946                 NaN            NaN            NaN   1.70625        3.38381                 NaN   8.73559        47.2145        33.3931       0.897349     
  1012.53        2500.00                 NaN            NaN   4.68808                 NaN            NaN            NaN   2.09696        2.92276                 NaN   8.72953        47.2728        33.3897       0.900135     
  1010.03        2500.00                 NaN            NaN   4.70769                 NaN            NaN            NaN   2.38198        2.58521                 NaN   8.71710        47.3135        33.3914       0.903131     
  1007.52        2500.00                 NaN            NaN   4.72600                 NaN            NaN            NaN   2.61515        2.30677                 NaN   8.71574        47.3320        33.3990       0.905294     
  1005.01        2500.00                 NaN            NaN   4.73784                 NaN            NaN            NaN   2.76814        2.12536                 NaN   8.71286        47.3458        33.4034       0.906550     
  1002.51        2500.00                 NaN            NaN   4.74001                 NaN            NaN            NaN   2.76431        2.12721                 NaN   8.71488        47.3396        33.4075       0.906493     
  1000.00        2500.00                 NaN            NaN   4.73997                 NaN            NaN            NaN   2.75012        2.14807                 NaN   8.71727        47.3282        33.4111       0.905286     
