|6.6.6
Archiving\03_Data\DfracLP/QFM_m0.75/K22/K22_1.tab                     
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          16
T(K)           P(bar)         melt(TH)       melt(TH)       melt(TH)       melt(TH)       O(HP)          Sp(TH)         Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q             
  1062.66        500.000                 NaN            NaN            NaN            NaN   4.68359                 NaN            NaN            NaN   5.81900                 NaN   7.45645        41.5413       0.945296        39.5543     
  1060.15        500.000                 NaN            NaN            NaN            NaN   4.69151                 NaN            NaN            NaN   5.80870                 NaN   7.45785        41.5388       0.945558        39.5576     
  1057.64        500.000                 NaN            NaN            NaN            NaN   4.69931                 NaN            NaN            NaN   5.79861                 NaN   7.45927        41.5361       0.945810        39.5609     
  1055.14        500.000                 NaN            NaN            NaN            NaN   4.70696                 NaN            NaN            NaN   5.78878                 NaN   7.46071        41.5334       0.946047        39.5641     
  1052.63        500.000                 NaN            NaN            NaN            NaN   4.71449                 NaN            NaN            NaN   5.77911                 NaN   7.46216        41.5307       0.946277        39.5673     
  1050.13        500.000                 NaN            NaN            NaN            NaN   4.72189                 NaN            NaN            NaN   5.76968                 NaN   7.46363        41.5279       0.946493        39.5705     
  1047.62        500.000                 NaN            NaN            NaN            NaN   4.72975                 NaN            NaN            NaN   5.75948                 NaN   7.46509        41.5252       0.946754        39.5738     
  1045.11        500.000                 NaN            NaN            NaN            NaN   4.73715                 NaN            NaN            NaN   5.75001                 NaN   7.46661        41.5222       0.946987        39.5770     
  1042.61        500.000                 NaN            NaN            NaN            NaN   4.74354                 NaN            NaN            NaN   5.74217                 NaN   7.46824        41.5190       0.947132        39.5800     
  1040.10        500.000                 NaN            NaN            NaN            NaN   4.74978                 NaN            NaN            NaN   5.73498                 NaN   7.47016        41.5148       0.947181        39.5831     
  1037.59        500.000                 NaN            NaN            NaN            NaN   4.75824                 NaN            NaN            NaN   5.72357                 NaN   7.47082        41.5133       0.947514        39.5865     
  1035.09        500.000                 NaN            NaN            NaN            NaN   4.76082                 NaN            NaN            NaN   5.72346                 NaN   7.47473        41.5045       0.946991        39.5895     
  1032.58        500.000                 NaN            NaN            NaN            NaN   4.77151                 NaN            NaN            NaN   5.70682                 NaN   7.47452        41.5068       0.947927        39.5925     
  1030.08        500.000                 NaN            NaN            NaN            NaN   4.77844                 NaN            NaN            NaN   5.69814                 NaN   7.47613        41.5036       0.948110        39.5956     
  1027.57        500.000                 NaN            NaN            NaN            NaN   4.77912                 NaN            NaN            NaN   5.70126                 NaN   7.47877        41.4962       0.947359        39.5973     
  1025.06        500.000                 NaN            NaN            NaN            NaN   4.78294                 NaN            NaN            NaN   5.69633                 NaN   7.48221        41.4904       0.947358        39.6007     
  1022.56        500.000                 NaN            NaN            NaN            NaN   4.79384                 NaN            NaN            NaN   5.68207                 NaN   7.48245        41.4893       0.947985        39.6044     
  1020.05        500.000                 NaN            NaN            NaN            NaN   4.80050                 NaN            NaN            NaN   5.67375                 NaN   7.48377        41.4867       0.948127        39.6071     
  1017.54        500.000                 NaN            NaN            NaN            NaN   4.80695                 NaN            NaN            NaN   5.66574                 NaN   7.48514        41.4841       0.948256        39.6098     
  1015.04        500.000                 NaN            NaN            NaN            NaN   4.81322                 NaN            NaN            NaN   5.65804                 NaN   7.48655        41.4813       0.948371        39.6125     
  1012.53        500.000                 NaN            NaN            NaN            NaN   4.81933                 NaN            NaN            NaN   5.65061                 NaN   7.48799        41.4785       0.948476        39.6151     
  1010.03        500.000                 NaN            NaN            NaN            NaN   4.82526                 NaN            NaN            NaN   5.64347                 NaN   7.48949        41.4755       0.948564        39.6178     
  1007.52        500.000                 NaN            NaN            NaN            NaN   4.82755                 NaN            NaN            NaN   5.64405                 NaN   7.49326        41.4659       0.948095        39.6212     
  1005.01        500.000                 NaN            NaN            NaN            NaN   4.83327                 NaN            NaN            NaN   5.63747                 NaN   7.49525        41.4617       0.948166        39.6242     
  1002.51        500.000                 NaN            NaN            NaN            NaN   4.84203                 NaN            NaN            NaN   5.62404                 NaN   7.49495        41.4640       0.948758        39.6263     
  1000.00        500.000                 NaN            NaN            NaN            NaN   4.84743                 NaN            NaN            NaN   5.61793                 NaN   7.49685        41.4599       0.948804        39.6291     
