|6.6.6
Archiving\03_Data\frac/QFM_m4.75/EETA/EETA_1.tab                          
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          16
T(K)           P(bar)         melt(TH)       pxmn           Ni             iron           Sp(TH)         O(HP)          Opx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q             
  1090.23        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   10.0765        5.25683       0.118003E-005   8.66888        43.2326       0.963765        31.8014     
  1087.72        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   10.0910        5.24775       0.115123E-005   8.67461        43.2227       0.961509        31.8024     
  1085.21        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   9.91012        5.43890       0.115738E-005   8.67848        43.2102       0.958074        31.8043     
  1082.71        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   9.92161        5.43312       0.115461E-005   8.68418        43.2000       0.955781        31.8053     
  1080.20        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   10.6284        4.73695                 NaN   8.71014        43.1694       0.949100        31.8059     
  1077.69        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   10.6570        4.71457                 NaN   8.71644        43.1583       0.946639        31.8070     
  1075.19        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   10.6701        4.70755                 NaN   8.72226        43.1479       0.944090        31.8081     
  1072.68        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   10.6785        4.70520                 NaN   8.72808        43.1374       0.941676        31.8092     
  1070.18        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   10.6879        4.70195                 NaN   8.73381        43.1269       0.939233        31.8102     
  1067.67        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   10.6975        4.69851                 NaN   8.73962        43.1163       0.936761        31.8113     
  1065.16        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   10.6977        4.70453                 NaN   8.74519        43.1058       0.934316        31.8125     
  1062.66        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   10.7049        4.70360                 NaN   8.75093        43.0951       0.931858        31.8136     
  1060.15        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   11.1021        4.29484                 NaN   8.75161        43.1048       0.935022        31.8117     
  1057.64        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   11.0793        4.32357                 NaN   8.75680        43.0948       0.932732        31.8128     
  1055.14        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   11.0565        4.35247                 NaN   8.76207        43.0846       0.930441        31.8139     
  1052.63        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   11.2794        4.13200                 NaN   8.79035        43.0589       0.926322        31.8131     
  1050.13        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   11.0121        4.40910                 NaN   8.77244        43.0643       0.925843        31.8162     
  1047.62        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   10.9903        4.43696                 NaN   8.77763        43.0542       0.923549        31.8174     
  1045.11        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   10.9687        4.46470                 NaN   8.78276        43.0441       0.921206        31.8185     
  1042.61        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   10.9476        4.49207                 NaN   8.78804        43.0337       0.918874        31.8197     
  1040.10        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   11.1540        4.29123                 NaN   8.79721        43.0213       0.915772        31.8204     
  1037.59        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   11.0397        4.41124       0.505857E-003   8.80052        43.0124       0.913920        31.8218     
  1035.09        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   11.1267        4.33092       0.299568E-003   8.80797        43.0003       0.910981        31.8228     
  1032.58        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   11.1238        4.34016       0.226596E-003   8.81354        42.9898       0.908543        31.8240     
  1030.08        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.93771        13.6631                 NaN   9.00447        42.6879       0.860597        31.8462     
  1027.57        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   15.0958       0.524463                 NaN   9.01976        42.6572       0.853115        31.8496     
  1025.06        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   15.5581       0.749885E-001            NaN   9.03068        42.6367       0.847807        31.8517     
  1022.56        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   15.1312       0.507610                 NaN   9.03559        42.6272       0.845602        31.8528     
  1020.05        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   14.7322       0.911878                 NaN   9.03995        42.6186       0.843590        31.8538     
  1017.54        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   14.4012        1.24826                 NaN   9.04438        42.6097       0.841574        31.8549     
  1015.04        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.674405E-001   14.1487        1.43801        9.04845        42.6017       0.839756        31.8559     
  1012.53        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   13.7208        1.94913                 NaN   9.05974        42.5779       0.833853        31.8586     
  1010.03        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.33509        14.3173       0.483602E-003   9.05178        42.6003       0.838951        31.8561     
  1007.52        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   13.2981        2.38378                 NaN   9.06916        42.5584       0.829435        31.8610     
  1005.01        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.65892        14.0019       0.118603E-004   9.05933        42.5864       0.835662        31.8577     
  1002.51        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.81215        13.8530       0.490412E-004   9.06330        42.5789       0.833946        31.8587     
  1000.00        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.94289        13.7264       0.526956E-003   9.06731        42.5710       0.832158        31.8597     
