|6.6.6
Archiving\03_Data\fracLP/QFM_m0.25/TAY13/TAY13_1.tab                      
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          20
T(K)           P(bar)         melt(TH)       melt(TH)       O(HP)          O(HP)          mang           Sp(TH)         Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             pxmn           trd            San(TH)        q              ilm           
  1230.58        500.000        95.7676                 NaN            NaN            NaN            NaN  0.346008                 NaN            NaN  0.435429       0.687337                 NaN            NaN  0.531274                 NaN            NaN   2.23233                 NaN            NaN
  1228.07        500.000        96.0089                 NaN            NaN            NaN            NaN  0.328349                 NaN            NaN  0.651076       0.396769                 NaN            NaN  0.498584                 NaN            NaN   2.11633                 NaN            NaN
  1225.56        500.000        96.2329                 NaN            NaN            NaN            NaN  0.311178                 NaN            NaN  0.618134       0.361586                 NaN            NaN  0.468108                 NaN            NaN   2.00809                 NaN            NaN
  1223.06        500.000        96.4380                 NaN            NaN            NaN            NaN  0.294199                 NaN            NaN  0.585282       0.333072                 NaN            NaN  0.440039                 NaN            NaN   1.90944                 NaN            NaN
  1220.55        500.000        96.6291                 NaN            NaN            NaN            NaN  0.278247                 NaN            NaN  0.553998       0.307339                 NaN            NaN  0.413807                 NaN            NaN   1.81747                 NaN            NaN
  1218.05        500.000        96.8037                 NaN            NaN            NaN            NaN  0.262208                 NaN            NaN  0.524421       0.286844                 NaN            NaN  0.389668                 NaN            NaN   1.73318                 NaN            NaN
  1215.54        500.000        96.9693                 NaN            NaN            NaN            NaN  0.247900                 NaN            NaN  0.496602       0.265987                 NaN            NaN  0.366818                 NaN            NaN   1.65342                 NaN            NaN
  1213.03        500.000        97.1236                 NaN            NaN            NaN            NaN  0.234024                 NaN            NaN  0.469929       0.248273                 NaN            NaN  0.345503                 NaN            NaN   1.57863                 NaN            NaN
  1210.53        500.000        97.2640                 NaN            NaN            NaN            NaN  0.220168                 NaN            NaN  0.235414       0.443994                 NaN            NaN  0.326035                 NaN            NaN   1.51039                 NaN            NaN
  1208.02        500.000        87.8089                 NaN            NaN            NaN            NaN  0.653101                 NaN            NaN   1.18099       0.169782                 NaN            NaN   1.07350                 NaN            NaN   4.97885        4.13489                 NaN
  1205.51        500.000        75.0920                 NaN            NaN            NaN            NaN   1.30327                 NaN            NaN   2.32528                 NaN            NaN            NaN   2.06154                 NaN            NaN   9.50257        9.71531                 NaN
  1203.01        500.000        76.2753                 NaN            NaN            NaN            NaN   1.21465                 NaN            NaN   2.06959                 NaN            NaN            NaN   1.95402                 NaN            NaN   9.10301        9.38346                 NaN
  1200.50        500.000        82.7390                 NaN            NaN            NaN            NaN  0.905046                 NaN            NaN   1.66030                 NaN            NaN            NaN   1.41807                 NaN            NaN   6.56960        6.70800                 NaN
  1197.99        500.000        81.3602                 NaN            NaN            NaN            NaN  0.580354       0.434190                 NaN   1.56058                 NaN            NaN            NaN   1.52904                 NaN            NaN   7.10244        7.43317                 NaN
  1195.49        500.000        66.4369                 NaN            NaN            NaN            NaN   1.79075                 NaN            NaN   2.81542                 NaN            NaN            NaN   2.75223                 NaN            NaN   12.8174        13.3873                 NaN
  1192.98        500.000        99.1236                 NaN            NaN            NaN            NaN  0.446368E-001            NaN            NaN  0.113176                 NaN            NaN            NaN  0.656828E-001            NaN            NaN  0.296083       0.356792                 NaN
  1190.48        500.000        97.9855                 NaN            NaN            NaN            NaN  0.975457E-001  0.107779E-001            NaN  0.155266                 NaN            NaN            NaN  0.160000                 NaN            NaN  0.773318       0.817623                 NaN
  1187.97        500.000        69.8458                 NaN            NaN            NaN            NaN   1.44900                 NaN            NaN   2.30386                 NaN            NaN            NaN   2.33592                 NaN            NaN   11.9961        12.0693                 NaN
  1185.46        500.000        13.9667                 NaN            NaN            NaN            NaN   3.84398                 NaN            NaN   5.37847                 NaN            NaN            NaN   6.25411                 NaN            NaN   35.6217        34.9350                 NaN
  1182.96        500.000                 NaN            NaN            NaN            NaN            NaN   4.27765                 NaN            NaN   6.18061                 NaN            NaN            NaN   7.13372                 NaN            NaN   41.6338        40.7742                 NaN
  1180.45        500.000                 NaN            NaN            NaN            NaN            NaN   4.27346                 NaN            NaN   6.18616                 NaN            NaN            NaN   7.13531                 NaN            NaN   41.6343        40.7708                 NaN
  1177.94        500.000                 NaN            NaN            NaN            NaN            NaN   4.28025                 NaN            NaN   6.16407                 NaN            NaN            NaN   7.14644                 NaN            NaN   41.6332        40.7760                 NaN
  1175.44        500.000                 NaN            NaN            NaN            NaN            NaN   4.28195                 NaN            NaN   6.16088                 NaN            NaN            NaN   7.14895                 NaN            NaN   41.6301        40.7781                 NaN
  1172.93        500.000                 NaN            NaN            NaN            NaN            NaN   4.32080                 NaN            NaN   6.09485                 NaN            NaN            NaN   7.14498                 NaN            NaN   41.6336        40.8058                 NaN
  1170.43        500.000                 NaN            NaN            NaN            NaN            NaN   4.32563                 NaN            NaN   6.08634                 NaN            NaN            NaN   7.14686                 NaN            NaN   41.6312        40.8099                 NaN
  1167.92        500.000                 NaN            NaN            NaN            NaN            NaN   4.32520                 NaN            NaN   6.08568                 NaN            NaN            NaN   7.15300                 NaN            NaN   41.6249        40.8112                 NaN
  1165.41        500.000                 NaN            NaN            NaN            NaN            NaN   4.29858                 NaN            NaN   6.12814                 NaN            NaN            NaN   7.15527                 NaN            NaN   41.6265        40.7915                 NaN
  1162.91        500.000                 NaN            NaN            NaN            NaN            NaN   4.32793                 NaN            NaN   6.08163                 NaN            NaN            NaN   7.15749                 NaN            NaN   41.6177        40.8153                 NaN
  1160.40        500.000                 NaN            NaN            NaN            NaN            NaN   4.33891                 NaN            NaN   6.06314                 NaN            NaN            NaN   7.15381                 NaN            NaN   41.6221        40.8220                 NaN
  1157.89        500.000                 NaN            NaN            NaN            NaN            NaN   4.29753                 NaN            NaN   6.14651                 NaN            NaN            NaN   7.16056                 NaN            NaN   41.5963        40.7991                 NaN
  1155.39        500.000                 NaN            NaN            NaN            NaN            NaN   4.33340                 NaN            NaN   6.07502                 NaN            NaN            NaN   7.16681                 NaN            NaN   41.6006        40.8241                 NaN
  1152.88        500.000                 NaN            NaN            NaN            NaN            NaN   4.33975                 NaN            NaN   6.07239                 NaN            NaN            NaN   7.15604                 NaN            NaN   41.6035        40.8283                 NaN
  1150.38        500.000                 NaN            NaN            NaN            NaN            NaN   4.34953                 NaN            NaN   6.04103                 NaN            NaN            NaN   7.16499                 NaN            NaN   41.6119        40.8325                 NaN
  1147.87        500.000                 NaN            NaN            NaN            NaN            NaN   4.33834                 NaN            NaN   6.07793                 NaN            NaN            NaN   7.16240                 NaN            NaN   41.5916        40.8297                 NaN
  1145.36        500.000                 NaN            NaN            NaN            NaN            NaN   2.59160        1.73877                 NaN   6.03704                 NaN            NaN            NaN   7.21205                 NaN            NaN   41.5955        40.8250                 NaN
  1142.86        500.000                 NaN            NaN            NaN            NaN            NaN   2.51314        1.82120                 NaN   6.03171                 NaN            NaN            NaN   7.21292                 NaN            NaN   41.5923        40.8287                 NaN
  1140.35        500.000                 NaN            NaN            NaN            NaN            NaN   4.32907                 NaN            NaN   6.08270                 NaN            NaN            NaN   7.18068                 NaN            NaN   41.5811        40.8264                 NaN
  1137.84        500.000                 NaN            NaN            NaN            NaN            NaN   4.34517                 NaN            NaN   6.05629                 NaN            NaN            NaN   7.18607                 NaN            NaN   41.5716        40.8409                 NaN
  1135.34        500.000                 NaN            NaN            NaN            NaN            NaN   4.35121                 NaN            NaN   6.05554                 NaN            NaN            NaN   7.18093                 NaN            NaN   41.5646        40.8477                 NaN
  1132.83        500.000                 NaN            NaN            NaN            NaN            NaN   4.35121                 NaN            NaN   6.05221                 NaN            NaN            NaN   7.18482                 NaN            NaN   41.5643        40.8475                 NaN
  1130.33        500.000                 NaN            NaN            NaN            NaN            NaN   4.35232                 NaN            NaN   6.04216                 NaN            NaN            NaN   7.19376                 NaN            NaN   41.5633        40.8484                 NaN
  1127.82        500.000                 NaN            NaN            NaN            NaN            NaN   4.35442                 NaN            NaN   6.03857                 NaN            NaN            NaN   7.19557                 NaN            NaN   41.5606        40.8509                 NaN
  1125.31        500.000                 NaN            NaN            NaN            NaN            NaN   4.36412                 NaN            NaN   6.02280                 NaN            NaN            NaN   7.20169                 NaN            NaN   41.5506        40.8608                 NaN
  1122.81        500.000                 NaN            NaN            NaN            NaN            NaN   4.35944                 NaN            NaN   6.03519                 NaN            NaN            NaN   7.19645                 NaN            NaN   41.5522        40.8567                 NaN
  1120.30        500.000                 NaN            NaN            NaN            NaN            NaN   4.36170                 NaN            NaN   6.02459                 NaN            NaN            NaN   7.20416                 NaN            NaN   41.5502        40.8593                 NaN
  1117.79        500.000                 NaN            NaN            NaN            NaN            NaN   4.36836                 NaN            NaN   6.01603                 NaN            NaN            NaN   7.20657                 NaN            NaN   41.5430        40.8660                 NaN
  1115.29        500.000                 NaN            NaN            NaN            NaN            NaN   4.35248                 NaN            NaN   6.03852                 NaN            NaN            NaN   7.21916                 NaN            NaN   41.5317        40.8581                 NaN
  1112.78        500.000                 NaN            NaN            NaN            NaN            NaN   4.35245                 NaN            NaN   6.03864                 NaN            NaN            NaN   7.22435                 NaN            NaN   41.5243        40.8603                 NaN
  1110.28        500.000                 NaN            NaN            NaN            NaN            NaN   4.37553                 NaN            NaN   6.00134                 NaN            NaN            NaN   7.22044                 NaN            NaN   41.5265        40.8762                 NaN
  1107.77        500.000                 NaN            NaN            NaN            NaN            NaN   4.35479                 NaN            NaN   6.03457                 NaN            NaN            NaN   7.23207                 NaN            NaN   41.5134        40.8652                 NaN
  1105.26        500.000                 NaN            NaN            NaN            NaN            NaN   4.36012                 NaN            NaN   6.02555                 NaN            NaN            NaN   7.23474                 NaN            NaN   41.5093        40.8702                 NaN
  1102.76        500.000                 NaN            NaN            NaN            NaN            NaN   4.38412                 NaN            NaN   5.98787                 NaN            NaN            NaN   7.22874                 NaN            NaN   41.5129        40.8863                 NaN
  1100.25        500.000                 NaN            NaN            NaN            NaN            NaN   4.37154                 NaN            NaN   6.00619                 NaN            NaN            NaN   7.23980                 NaN            NaN   41.5016        40.8809                 NaN
  1097.74        500.000                 NaN            NaN            NaN            NaN            NaN   4.37591                 NaN            NaN   5.99853                 NaN            NaN            NaN   7.24188                 NaN            NaN   41.4988        40.8849                 NaN
  1095.24        500.000                 NaN            NaN            NaN            NaN            NaN   4.39330                 NaN            NaN   5.97186                 NaN            NaN            NaN   7.23518                 NaN            NaN   41.5037        40.8960                 NaN
  1092.73        500.000                 NaN            NaN            NaN            NaN            NaN   4.40742                 NaN            NaN   5.94274                 NaN            NaN            NaN   7.23929                 NaN            NaN   41.5041        40.9064                 NaN
  1090.23        500.000                 NaN            NaN            NaN            NaN            NaN   4.41224                 NaN            NaN   5.93391                 NaN            NaN            NaN   7.24195                 NaN            NaN   41.5010        40.9109                 NaN
  1087.72        500.000                 NaN            NaN            NaN            NaN            NaN   4.44196                 NaN            NaN   5.87061                 NaN            NaN            NaN   7.26539                 NaN            NaN   41.4818        40.9402                 NaN
  1085.21        500.000                 NaN            NaN            NaN            NaN            NaN   4.42505                 NaN            NaN   5.91107                 NaN            NaN            NaN   7.24818                 NaN            NaN   41.4929        40.9228                 NaN
  1082.71        500.000                 NaN            NaN            NaN            NaN            NaN   4.42930                 NaN            NaN   5.90335                 NaN            NaN            NaN   7.25104                 NaN            NaN   41.4893        40.9270                 NaN
  1080.20        500.000                 NaN            NaN            NaN            NaN            NaN   4.44982                 NaN            NaN   5.86101                 NaN            NaN            NaN   7.27129                 NaN            NaN   41.4679        40.9500                 NaN
  1077.69        500.000                 NaN            NaN            NaN            NaN            NaN   4.43838                 NaN            NaN   5.88668                 NaN            NaN            NaN   7.25656                 NaN            NaN   41.4827        40.9357                 NaN
  1075.19        500.000                 NaN            NaN            NaN            NaN            NaN   4.44089                 NaN            NaN   5.88248                 NaN            NaN            NaN   7.26008                 NaN            NaN   41.4774        40.9391                 NaN
  1072.68        500.000                 NaN            NaN            NaN            NaN            NaN   4.42106                 NaN            NaN   5.92357                 NaN            NaN            NaN   7.26494                 NaN            NaN   41.4613        40.9291                 NaN
  1070.18        500.000                 NaN            NaN            NaN            NaN            NaN   4.42191                 NaN            NaN   5.92286                 NaN            NaN            NaN   7.26933                 NaN            NaN   41.4540        40.9319                 NaN
  1067.67        500.000                 NaN            NaN            NaN            NaN            NaN   4.41437                 NaN            NaN   5.86050                 NaN            NaN            NaN   7.26502                 NaN            NaN   41.4725        40.9483       0.393099E-001
  1065.16        500.000                 NaN            NaN            NaN            NaN            NaN   4.43342                 NaN            NaN   5.88853                 NaN            NaN            NaN   7.29042                 NaN            NaN   41.4420        40.9456                 NaN
  1062.66        500.000                 NaN            NaN            NaN            NaN            NaN   4.42569                 NaN            NaN   5.85035                 NaN            NaN            NaN   7.27235                 NaN            NaN   41.4622        40.9558       0.336195E-001
  1060.15        500.000                 NaN            NaN            NaN            NaN            NaN   4.43194                 NaN            NaN   5.84687                 NaN            NaN            NaN   7.27625                 NaN            NaN   41.4564        40.9592       0.293513E-001
  1057.64        500.000                 NaN            NaN  0.248636E-005            NaN            NaN   4.46866                 NaN            NaN   5.83272                 NaN            NaN            NaN   7.29525                 NaN            NaN   41.4272        40.9761                 NaN
  1055.14        500.000                 NaN            NaN            NaN            NaN            NaN   4.44242                 NaN            NaN   5.83646                 NaN            NaN            NaN   7.28366                 NaN            NaN   41.4459        40.9669       0.246642E-001
  1052.63        500.000                 NaN            NaN            NaN            NaN            NaN   4.44792                 NaN            NaN   5.83215                 NaN            NaN            NaN   7.28752                 NaN            NaN   41.4403        40.9705       0.215889E-001
  1050.13        500.000                 NaN            NaN            NaN            NaN            NaN   4.44816                 NaN            NaN   5.82411                 NaN            NaN            NaN   7.30384                 NaN            NaN   41.4129        40.9841       0.269135E-001
  1047.62        500.000                 NaN            NaN            NaN            NaN            NaN   4.43274                 NaN            NaN   5.82552                 NaN            NaN            NaN   7.29465                 NaN            NaN   41.4279        40.9772       0.419964E-001
  1045.11        500.000                 NaN            NaN            NaN            NaN            NaN   4.42408                 NaN            NaN   5.82015                 NaN            NaN            NaN   7.29750                 NaN            NaN   41.4236        40.9805       0.541082E-001
  1042.61        500.000                 NaN            NaN            NaN            NaN            NaN   4.41640                 NaN            NaN   5.81497                 NaN            NaN            NaN   7.31288                 NaN            NaN   41.3981        40.9921       0.655747E-001
  1040.10        500.000                 NaN            NaN            NaN            NaN            NaN   4.39969                 NaN            NaN   5.83510                 NaN            NaN            NaN   7.30471                 NaN            NaN   41.4064        40.9810       0.731587E-001
  1037.59        500.000                 NaN            NaN  0.329520E-001            NaN            NaN   4.36855                 NaN            NaN   5.80613                 NaN            NaN            NaN   7.30790                 NaN            NaN   41.4105        40.9805       0.934935E-001
  1035.09        500.000                 NaN            NaN  0.213681                 NaN            NaN   4.17186                 NaN            NaN   5.85977                 NaN            NaN            NaN   7.32387                 NaN            NaN   41.3904        40.9156       0.124776     
  1032.58        500.000                 NaN            NaN  0.530226                 NaN            NaN   3.89274                 NaN            NaN   5.83374                 NaN            NaN            NaN   7.33999                 NaN            NaN   41.3957        40.8344       0.173200     
  1030.08        500.000                 NaN            NaN   1.92180                 NaN            NaN   2.69154                 NaN            NaN   5.73260                 NaN            NaN            NaN   7.40001                 NaN            NaN   41.4377        40.4661       0.350303     
  1027.57        500.000                 NaN            NaN  0.360506E-001            NaN            NaN   4.32752                 NaN            NaN   5.79510                 NaN            NaN            NaN   7.33347                 NaN            NaN   41.3688        40.9982       0.140880     
  1025.06        500.000                 NaN            NaN   1.92961                 NaN            NaN   2.67116                 NaN            NaN   5.73833                 NaN            NaN            NaN   7.40713                 NaN            NaN   41.4224        40.4673       0.364112     
  1022.56        500.000                 NaN            NaN   3.09685                 NaN            NaN   1.66493                 NaN            NaN   5.67641                 NaN            NaN            NaN   7.45468                 NaN            NaN   41.4572        40.1496       0.500293     
  1020.05        500.000                 NaN            NaN   3.95492                 NaN            NaN  0.977253                 NaN            NaN   5.52660                 NaN            NaN            NaN   7.47951                 NaN            NaN   41.5185        39.9442       0.599031     
  1017.54        500.000                 NaN            NaN   5.04460                 NaN            NaN            NaN            NaN            NaN   5.56994                 NaN            NaN            NaN   7.53345                 NaN            NaN   41.5139        39.6223       0.715723     
  1015.04        500.000                 NaN            NaN   5.04346                 NaN            NaN            NaN            NaN            NaN   5.57367                 NaN            NaN            NaN   7.53508                 NaN            NaN   41.5097        39.6227       0.715339     
  1012.53        500.000                 NaN            NaN   5.05453                 NaN            NaN            NaN            NaN            NaN   5.55909                 NaN            NaN            NaN   7.53884                 NaN            NaN   41.5028        39.6289       0.715848     
  1010.03        500.000                 NaN            NaN   5.05918                 NaN            NaN            NaN            NaN            NaN   5.55306                 NaN            NaN            NaN   7.54057                 NaN            NaN   41.4998        39.6313       0.716069     
  1007.52        500.000                 NaN            NaN   5.06386                 NaN            NaN            NaN            NaN            NaN   5.54813                 NaN            NaN            NaN   7.54299                 NaN            NaN   41.4948        39.6342       0.716071     
  1005.01        500.000                 NaN            NaN   5.10816                 NaN            NaN            NaN            NaN            NaN   5.46615                 NaN            NaN            NaN   7.53566                 NaN            NaN   41.5259        39.6423       0.721771     
  1002.51        500.000                 NaN            NaN   5.07315                 NaN            NaN            NaN            NaN            NaN   5.53953                 NaN            NaN            NaN   7.54847                 NaN            NaN   41.4826        39.6405       0.715835     
  1000.00        500.000                 NaN            NaN   5.07766                 NaN            NaN            NaN            NaN            NaN   5.53491                 NaN            NaN            NaN   7.55094                 NaN            NaN   41.4773        39.6433       0.715814     
